cik,years_present,years_present_count,year_2016_present,year_2017_present,year_2018_present,year_2019_present,year_2020_present,year_2021_present,year_2022_present,year_2023_present,year_2024_present,year_2025_present
0001060822,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001061937,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001062231,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001063761,2025,1,False,False,False,False,False,False,False,False,False,True
0001064722,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001064728,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001065059,2025,1,False,False,False,False,False,False,False,False,False,True
0001065078,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001065088,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001065280,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001065696,"2021,2023,2024",3,False,False,False,False,False,True,False,True,True,False
0001066194,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001066247,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001066605,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0001066656,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001066658,2016,1,True,False,False,False,False,False,False,False,False,False
0001066764,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001066923,"2018,2020,2021",3,False,False,True,False,True,True,False,False,False,False
0001067294,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001067701,2025,1,False,False,False,False,False,False,False,False,False,True
0001068237,"2016,2017,2018",3,True,True,True,False,False,False,False,False,False,False
0001068689,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001068851,2025,1,False,False,False,False,False,False,False,False,False,True
0001069183,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001069202,2025,1,False,False,False,False,False,False,False,False,False,True
0001069258,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001069530,2025,1,False,False,False,False,False,False,False,False,False,True
0001069533,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001069899,2025,1,False,False,False,False,False,False,False,False,False,True
0001070081,2025,1,False,False,False,False,False,False,False,False,False,True
0001070154,2021,1,False,False,False,False,False,True,False,False,False,False
0001070235,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001070423,2025,1,False,False,False,False,False,False,False,False,False,True
0001070494,"2019,2024,2025",3,False,False,False,True,False,False,False,False,True,True
0001070750,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001070985,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001071739,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001071840,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001073349,"2018,2019",2,False,False,True,True,False,False,False,False,False,False
0001073489,2020,1,False,False,False,False,True,False,False,False,False,False
0001074828,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001075415,2025,1,False,False,False,False,False,False,False,False,False,True
0001075531,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001075736,"2023,2025",2,False,False,False,False,False,False,False,True,False,True
0001076481,2016,1,True,False,False,False,False,False,False,False,False,False
0001076930,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0001077183,2025,1,False,False,False,False,False,False,False,False,False,True
0001077428,2025,1,False,False,False,False,False,False,False,False,False,True
0001077771,"2022,2023",2,False,False,False,False,False,False,True,True,False,False
0001078075,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001078207,"2020,2021,2022,2023",4,False,False,False,False,True,True,True,True,False,False
0001078271,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001080014,2025,1,False,False,False,False,False,False,False,False,False,True
0001080319,"2019,2020",2,False,False,False,True,True,False,False,False,False,False
0001080657,2025,1,False,False,False,False,False,False,False,False,False,True
0001081316,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001081745,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001081938,"2021,2022,2023",3,False,False,False,False,False,True,True,True,False,False
0001082324,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001082554,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001082733,2025,1,False,False,False,False,False,False,False,False,False,True
0001083220,"2018,2020,2021,2022,2023,2024,2025",7,False,False,True,False,True,True,True,True,True,True
0001083301,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001083446,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001083743,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001084048,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001084267,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001084370,2018,1,False,False,True,False,False,False,False,False,False,False
0001084384,"2018,2019",2,False,False,True,True,False,False,False,False,False,False
0001084475,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001084554,2025,1,False,False,False,False,False,False,False,False,False,True
0001084577,"2019,2020,2021,2022",4,False,False,False,True,True,True,True,False,False,False
0001084765,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001084869,"2016,2017,2018,2019,2020,2023,2024,2025",8,True,True,True,True,True,False,False,True,True,True
0001085392,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001085869,"2020,2021,2022,2023,2024",5,False,False,False,False,True,True,True,True,True,False
0001086222,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001086600,2025,1,False,False,False,False,False,False,False,False,False,True
0001086745,2025,1,False,False,False,False,False,False,False,False,False,True
0001087022,"2021,2022",2,False,False,False,False,False,True,True,False,False,False
0001087294,"2022,2025",2,False,False,False,False,False,False,True,False,False,True
0001087934,2016,1,True,False,False,False,False,False,False,False,False,False
0001088034,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001088413,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001089063,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001089143,"2019,2020",2,False,False,False,True,True,False,False,False,False,False
0001089511,2021,1,False,False,False,False,False,True,False,False,False,False
0001089748,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001089815,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001089819,2025,1,False,False,False,False,False,False,False,False,False,True
0001089872,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001090009,2025,1,False,False,False,False,False,False,False,False,False,True
0001090012,"2018,2020,2021,2022,2023,2024,2025",7,False,False,True,False,True,True,True,True,True,True
0001090727,"2019,2024,2025",3,False,False,False,True,False,False,False,False,True,True
0001090872,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001091667,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001091748,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001091983,2016,1,True,False,False,False,False,False,False,False,False,False
0001092699,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001093557,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001093691,"2021,2022,2023",3,False,False,False,False,False,True,True,True,False,False
0001094093,2025,1,False,False,False,False,False,False,False,False,False,True
0001094285,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001094392,2019,1,False,False,False,True,False,False,False,False,False,False
0001094831,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001095007,"2016,2017,2018",3,True,True,True,False,False,False,False,False,False,False
0001095073,2025,1,False,False,False,False,False,False,False,False,False,True
0001095130,2019,1,False,False,False,True,False,False,False,False,False,False
0001095277,"2017,2018",2,False,True,True,False,False,False,False,False,False,False
0001095315,"2022,2023",2,False,False,False,False,False,False,True,True,False,False
0001095565,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001095981,2025,1,False,False,False,False,False,False,False,False,False,True
0001096275,"2022,2023,2025",3,False,False,False,False,False,False,True,True,False,True
0001096343,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001096385,2018,1,False,False,True,False,False,False,False,False,False,False
0001097149,"2020,2022,2023,2024,2025",5,False,False,False,False,True,False,True,True,True,True
0001097396,"2016,2017,2018,2019,2020",5,True,True,True,True,True,False,False,False,False,False
0001097864,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001098009,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001098151,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001098296,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001098972,"2022,2023,2025",3,False,False,False,False,False,False,True,True,False,True
0001099160,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001099219,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001099590,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001099800,"2021,2022,2024,2025",4,False,False,False,False,False,True,True,False,True,True
0001100682,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001100778,"2018,2019",2,False,False,True,True,False,False,False,False,False,False
0001100917,2017,1,False,True,False,False,False,False,False,False,False,False
0001101215,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001101239,"2019,2023,2024,2025",4,False,False,False,True,False,False,False,True,True,True
0001101302,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001101396,"2021,2022",2,False,False,False,False,False,True,True,False,False,False
0001101433,2025,1,False,False,False,False,False,False,False,False,False,True
0001101680,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0001102266,"2016,2017,2018,2019",4,True,True,True,True,False,False,False,False,False,False
0001102934,"2017,2018,2019,2020,2021",5,False,True,True,True,True,True,False,False,False,False
0001102942,2023,1,False,False,False,False,False,False,False,True,False,False
0001102993,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001103795,"2017,2018,2019,2020,2021,2022,2023,2024",8,False,True,True,True,True,True,True,True,True,False
0001103982,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001104038,"2023,2024",2,False,False,False,False,False,False,False,True,True,False
0001104188,"2016,2017,2018",3,True,True,True,False,False,False,False,False,False,False
0001104506,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001104855,"2016,2017,2018,2019,2021",5,True,True,True,True,False,True,False,False,False,False
0001106213,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001106644,2025,1,False,False,False,False,False,False,False,False,False,True
0001107280,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001107421,2025,1,False,False,False,False,False,False,False,False,False,True
0001107843,"2018,2019,2020,2021,2023,2024,2025",7,False,False,True,True,True,True,False,True,True,True
0001108109,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001108134,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001108426,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001108524,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001108630,"2021,2022",2,False,False,False,False,False,True,True,False,False,False
0001108645,"2022,2023,2024",3,False,False,False,False,False,False,True,True,True,False
0001108967,2019,1,False,False,False,True,False,False,False,False,False,False
0001109116,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001109354,"2020,2021,2024,2025",4,False,False,False,False,True,True,False,False,True,True
0001109357,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001109448,"2017,2021,2022,2023,2024,2025",6,False,True,False,False,False,True,True,True,True,True
0001110361,2016,1,True,False,False,False,False,False,False,False,False,False
0001110611,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001110803,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001111335,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001113148,2023,1,False,False,False,False,False,False,False,True,False,False
0001113169,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001113232,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001113809,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001114483,2025,1,False,False,False,False,False,False,False,False,False,True
0001114925,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001114927,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001115055,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001115128,"2022,2023",2,False,False,False,False,False,False,True,True,False,False
0001115222,2018,1,False,False,True,False,False,False,False,False,False,False
0001116132,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001116463,2025,1,False,False,False,False,False,False,False,False,False,True
0001116942,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001117171,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001117297,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001117480,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001118417,"2020,2021,2022,2023,2024",5,False,False,False,False,True,True,True,True,True,False
0001119190,2025,1,False,False,False,False,False,False,False,False,False,True
0001120193,"2018,2019,2020,2021,2023,2024,2025",7,False,False,True,True,True,True,False,True,True,True
0001120370,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001120914,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001120970,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001121142,"2019,2020,2021,2022,2023",5,False,False,False,True,True,True,True,True,False,False
0001121484,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001121702,"2021,2022,2023",3,False,False,False,False,False,True,True,True,False,False
0001121795,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001122904,"2017,2018,2020,2021,2023,2024,2025",7,False,True,True,False,True,True,False,True,True,True
0001122976,2025,1,False,False,False,False,False,False,False,False,False,True
0001123360,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001123494,2025,1,False,False,False,False,False,False,False,False,False,True
0001123852,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001124105,2025,1,False,False,False,False,False,False,False,False,False,True
0001124140,"2018,2024,2025",3,False,False,True,False,False,False,False,False,True,True
0001124198,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001124524,"2021,2023,2024,2025",4,False,False,False,False,False,True,False,True,True,True
0001124610,"2020,2021,2022,2023",4,False,False,False,False,True,True,True,True,False,False
0001124796,2025,1,False,False,False,False,False,False,False,False,False,True
0001124804,"2019,2025",2,False,False,False,True,False,False,False,False,False,True
0001124941,2025,1,False,False,False,False,False,False,False,False,False,True
0001125259,2025,1,False,False,False,False,False,False,False,False,False,True
0001125345,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001125376,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001125920,"2018,2019",2,False,False,True,True,False,False,False,False,False,False
0001126003,2016,1,True,False,False,False,False,False,False,False,False,False
0001126115,"2022,2023",2,False,False,False,False,False,False,True,True,False,False
0001126328,2025,1,False,False,False,False,False,False,False,False,False,True
0001126741,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001126956,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001127371,2025,1,False,False,False,False,False,False,False,False,False,True
0001127475,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001127537,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001127703,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001128361,2025,1,False,False,False,False,False,False,False,False,False,True
0001128725,2018,1,False,False,True,False,False,False,False,False,False,False
0001128928,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001129260,2020,1,False,False,False,False,True,False,False,False,False,False
0001129542,2018,1,False,False,True,False,False,False,False,False,False,False
0001130144,2025,1,False,False,False,False,False,False,False,False,False,True
0001130310,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0001130464,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001130713,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001130781,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001131096,"2017,2018",2,False,True,True,False,False,False,False,False,False,False
0001131554,"2017,2018,2019,2020,2021,2022,2024,2025",8,False,True,True,True,True,True,True,False,True,True
0001131903,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001132105,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001132509,"2016,2017,2018,2019,2020",5,True,True,True,True,True,False,False,False,False,False
0001133311,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001133421,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001134115,"2022,2023",2,False,False,False,False,False,False,True,True,False,False
0001135185,2021,1,False,False,False,False,False,True,False,False,False,False
0001135971,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001136174,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001136869,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001136893,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001137774,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001137789,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001137883,2025,1,False,False,False,False,False,False,False,False,False,True
0001138118,2025,1,False,False,False,False,False,False,False,False,False,True
0001138476,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001138639,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001138723,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001139614,2016,1,True,False,False,False,False,False,False,False,False,False
0001140102,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001140215,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001140536,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001140859,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001141103,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001141284,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001141391,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001141688,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001141788,"2016,2020,2021",3,True,False,False,False,True,True,False,False,False,False
0001141964,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001142750,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001144215,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001144879,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001145197,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001145255,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001145765,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001145986,2025,1,False,False,False,False,False,False,False,False,False,True
0001156039,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001156174,2024,1,False,False,False,False,False,False,False,False,True,False
0001156375,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001157408,"2018,2019,2020,2023,2024,2025",6,False,False,True,True,True,False,False,True,True,True
0001157601,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001157602,2016,1,True,False,False,False,False,False,False,False,False,False
0001157762,2019,1,False,False,False,True,False,False,False,False,False,False
0001158114,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001158172,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001158324,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001158419,2016,1,True,False,False,False,False,False,False,False,False,False
0001158449,"2016,2017,2018,2019,2020,2021,2022,2023,2024",9,True,True,True,True,True,True,True,True,True,False
0001158463,"2021,2022,2024,2025",4,False,False,False,False,False,True,True,False,True,True
0001158780,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001158895,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001159036,2025,1,False,False,False,False,False,False,False,False,False,True
0001159167,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001160308,"2018,2019,2020,2021",4,False,False,True,True,True,True,False,False,False,False
0001160661,2025,1,False,False,False,False,False,False,False,False,False,True
0001160951,"2020,2021,2022",3,False,False,False,False,True,True,True,False,False,False
0001160958,2021,1,False,False,False,False,False,True,False,False,False,False
0001161728,2025,1,False,False,False,False,False,False,False,False,False,True
0001162112,"2018,2019,2020,2021",4,False,False,True,True,True,True,False,False,False,False
0001162194,"2021,2024",2,False,False,False,False,False,True,False,False,True,False
0001162461,2021,1,False,False,False,False,False,True,False,False,False,False
0001162896,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001163165,"2020,2021,2024,2025",4,False,False,False,False,True,True,False,False,True,True
0001163302,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001163739,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001164727,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001164863,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001165320,"2021,2022,2023,2024",4,False,False,False,False,False,True,True,True,True,False
0001165639,"2020,2021,2022",3,False,False,False,False,True,True,True,False,False,False
0001166003,"2018,2021,2022,2023,2024,2025",6,False,False,True,False,False,True,True,True,True,True
0001166388,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001166691,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001166928,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001167419,"2016,2017,2021,2022,2023,2024,2025",7,True,True,False,False,False,True,True,True,True,True
0001168165,"2022,2024,2025",3,False,False,False,False,False,False,True,False,True,True
0001168455,2025,1,False,False,False,False,False,False,False,False,False,True
0001169445,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001169561,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001169652,"2017,2018,2019,2020,2021,2022",6,False,True,True,True,True,True,True,False,False,False
0001169749,2016,1,True,False,False,False,False,False,False,False,False,False
0001169770,2025,1,False,False,False,False,False,False,False,False,False,True
0001169987,"2021,2022,2023",3,False,False,False,False,False,True,True,True,False,False
0001170010,"2020,2021,2022,2023,2024,2025",6,False,False,False,False,True,True,True,True,True,True
0001171155,2019,1,False,False,False,True,False,False,False,False,False,False
0001171326,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001171486,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001171662,2018,1,False,False,True,False,False,False,False,False,False,False
0001171759,2025,1,False,False,False,False,False,False,False,False,False,True
0001172052,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001173204,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001173281,2020,1,False,False,False,False,True,False,False,False,False,False
0001173489,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001173514,2025,1,False,False,False,False,False,False,False,False,False,True
0001174850,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001174891,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001175454,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001175535,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001175680,"2019,2020,2024,2025",4,False,False,False,True,True,False,False,False,True,True
0001176309,2025,1,False,False,False,False,False,False,False,False,False,True
0001176948,"2016,2017,2018,2019,2020,2021,2023,2024,2025",9,True,True,True,True,True,True,False,True,True,True
0001177394,"2017,2018,2019,2020,2023,2024,2025",7,False,True,True,True,True,False,False,True,True,True
0001177609,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001177702,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001178253,2024,1,False,False,False,False,False,False,False,False,True,False
0001178377,"2018,2019,2020",3,False,False,True,True,True,False,False,False,False,False
0001178697,"2023,2025",2,False,False,False,False,False,False,False,True,False,True
0001178727,"2020,2021,2022,2023,2024",5,False,False,False,False,True,True,True,True,True,False
0001178879,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001178970,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001179929,"2019,2024,2025",3,False,False,False,True,False,False,False,False,True,True
0001180262,2025,1,False,False,False,False,False,False,False,False,False,True
0001182731,"2022,2023,2024",3,False,False,False,False,False,False,True,True,True,False
0001183765,"2017,2023,2024",3,False,True,False,False,False,False,False,True,True,False
0001185348,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001187953,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001192448,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001193311,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001195734,2025,1,False,False,False,False,False,False,False,False,False,True
0001196501,"2020,2021",2,False,False,False,False,True,True,False,False,False,False
0001200375,"2017,2018,2019,2020,2021,2022,2023,2024,2025",9,False,True,True,True,True,True,True,True,True,True
0001201792,"2019,2020,2021,2022,2023,2024,2025",7,False,False,False,True,True,True,True,True,True,True
0001206264,"2023,2025",2,False,False,False,False,False,False,False,True,False,True
0001207074,"2016,2017,2018,2019,2020",5,True,True,True,True,True,False,False,False,False,False
0001208208,2017,1,False,True,False,False,False,False,False,False,False,False
0001209028,"2016,2017,2018,2019,2020,2021,2022",7,True,True,True,True,True,True,True,False,False,False
0001209709,"2016,2017,2018,2019,2020,2021,2022,2023,2024,2025",10,True,True,True,True,True,True,True,True,True,True
0001210677,"2022,2023,2024,2025",4,False,False,False,False,False,False,True,True,True,True
0001210708,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001211583,2025,1,False,False,False,False,False,False,False,False,False,True
0001211805,"2021,2022,2023,2024,2025",5,False,False,False,False,False,True,True,True,True,True
0001212458,"2016,2017,2018,2019,2020,2021",6,True,True,True,True,True,True,False,False,False,False
0001212545,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001213809,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001214816,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001217234,"2020,2021,2022,2023,2024",5,False,False,False,False,True,True,True,True,True,False
0001218683,"2023,2024,2025",3,False,False,False,False,False,False,False,True,True,True
0001219601,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001223533,"2018,2019",2,False,False,True,True,False,False,False,False,False,False
0001224133,"2018,2019,2020,2021,2022,2023,2024,2025",8,False,False,True,True,True,True,True,True,True,True
0001224608,"2024,2025",2,False,False,False,False,False,False,False,False,True,True
0001225307,2021,1,False,False,False,False,False,True,False,False,False,False
