cik,year,form,filename,path
1374567,2021,10-K,20210928_10-K_edgar_data_1374567_0001654954-21-010471.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR3/20210928_10-K_edgar_data_1374567_0001654954-21-010471.txt
1374567,2022,10-K,20221014_10-K_edgar_data_1374567_0001654954-22-013718.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR4/20221014_10-K_edgar_data_1374567_0001654954-22-013718.txt
1374567,2023,10-K,20231016_10-K_edgar_data_1374567_0001654954-23-012955.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR4/20231016_10-K_edgar_data_1374567_0001654954-23-012955.txt
1374567,2024,10-K,20240930_10-K_edgar_data_1374567_0001654954-24-012491.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR3/20240930_10-K_edgar_data_1374567_0001654954-24-012491.txt
1393311,2021,10-K,20210224_10-K_edgar_data_1393311_0001562762-21-000058.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210224_10-K_edgar_data_1393311_0001562762-21-000058.txt
1393311,2022,10-K,20220222_10-K_edgar_data_1393311_0001393311-22-000010.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220222_10-K_edgar_data_1393311_0001393311-22-000010.txt
1393311,2023,10-K,20230221_10-K_edgar_data_1393311_0001393311-23-000012.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230221_10-K_edgar_data_1393311_0001393311-23-000012.txt
1393311,2024,10-K,20240220_10-K_edgar_data_1393311_0001393311-24-000043.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240220_10-K_edgar_data_1393311_0001393311-24-000043.txt
1418819,2021,10-K,20210211_10-K_edgar_data_1418819_0001418819-21-000009.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210211_10-K_edgar_data_1418819_0001418819-21-000009.txt
1418819,2022,10-K,20220217_10-K_edgar_data_1418819_0001418819-22-000005.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220217_10-K_edgar_data_1418819_0001418819-22-000005.txt
1418819,2023,10-K,20230216_10-K_edgar_data_1418819_0001418819-23-000010.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230216_10-K_edgar_data_1418819_0001418819-23-000010.txt
1418819,2024,10-K,20240215_10-K_edgar_data_1418819_0001418819-24-000008.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240215_10-K_edgar_data_1418819_0001418819-24-000008.txt
1436126,2021,10-K,20210316_10-K_edgar_data_1436126_0001436126-21-000013.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210316_10-K_edgar_data_1436126_0001436126-21-000013.txt
1436126,2022,10-K,20220314_10-K_edgar_data_1436126_0001436126-22-000013.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220314_10-K_edgar_data_1436126_0001436126-22-000013.txt
1436126,2023,10-K,20230315_10-K_edgar_data_1436126_0001436126-23-000014.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230315_10-K_edgar_data_1436126_0001436126-23-000014.txt
1436126,2024,10-K,20240311_10-K_edgar_data_1436126_0001436126-24-000025.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240311_10-K_edgar_data_1436126_0001436126-24-000025.txt
1438533,2021,10-K,20210301_10-K_edgar_data_1438533_0001438533-21-000008.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210301_10-K_edgar_data_1438533_0001438533-21-000008.txt
1438533,2022,10-K,20220224_10-K_edgar_data_1438533_0001438533-22-000008.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220224_10-K_edgar_data_1438533_0001438533-22-000008.txt
1438533,2023,10-K,20230223_10-K_edgar_data_1438533_0001438533-23-000008.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230223_10-K_edgar_data_1438533_0001438533-23-000008.txt
1438533,2024,10-K,20240220_10-K_edgar_data_1438533_0001438533-24-000005.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240220_10-K_edgar_data_1438533_0001438533-24-000005.txt
1439095,2021,10-K,20210212_10-K_edgar_data_1439095_0001437749-21-002784.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210212_10-K_edgar_data_1439095_0001437749-21-002784.txt
1439095,2022,10-K,20220216_10-K_edgar_data_1439095_0001437749-22-003524.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220216_10-K_edgar_data_1439095_0001437749-22-003524.txt
1439095,2023,10-K,20230214_10-K_edgar_data_1439095_0001437749-23-003314.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230214_10-K_edgar_data_1439095_0001437749-23-003314.txt
1439095,2024,10-K,20240216_10-K_edgar_data_1439095_0001437749-24-004511.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240216_10-K_edgar_data_1439095_0001437749-24-004511.txt
1556266,2021,10-K,20210604_10-K_edgar_data_1556266_0001213900-21-030939.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR2/20210604_10-K_edgar_data_1556266_0001213900-21-030939.txt
1556266,2022,10-K,20220316_10-K_edgar_data_1556266_0001213900-22-012961.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220316_10-K_edgar_data_1556266_0001213900-22-012961.txt
1556266,2023,10-K,20230310_10-K_edgar_data_1556266_0001213900-23-019239.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230310_10-K_edgar_data_1556266_0001213900-23-019239.txt
1556266,2024,10-K,20240322_10-K_edgar_data_1556266_0001213900-24-025189.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240322_10-K_edgar_data_1556266_0001213900-24-025189.txt
1564618,2021,10-K,20210301_10-K_edgar_data_1564618_0001564618-21-000025.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210301_10-K_edgar_data_1564618_0001564618-21-000025.txt
1564618,2022,10-K,20220225_10-K_edgar_data_1564618_0001564618-22-000049.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220225_10-K_edgar_data_1564618_0001564618-22-000049.txt
1564618,2023,10-K,20230221_10-K_edgar_data_1564618_0001564618-23-000029.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230221_10-K_edgar_data_1564618_0001564618-23-000029.txt
1564618,2024,10-K,20240220_10-K_edgar_data_1564618_0001564618-24-000025.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240220_10-K_edgar_data_1564618_0001564618-24-000025.txt
1571949,2021,10-K,20210204_10-K_edgar_data_1571949_0001571949-21-000003.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2021/QTR1/20210204_10-K_edgar_data_1571949_0001571949-21-000003.txt
1571949,2022,10-K,20220203_10-K_edgar_data_1571949_0001571949-22-000006.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2022/QTR1/20220203_10-K_edgar_data_1571949_0001571949-22-000006.txt
1571949,2023,10-K,20230202_10-K_edgar_data_1571949_0001571949-23-000006.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2023/QTR1/20230202_10-K_edgar_data_1571949_0001571949-23-000006.txt
1571949,2024,10-K,20240208_10-K_edgar_data_1571949_0001571949-24-000007.txt,/Users/soheilkhodadadi/DataWork/10-X_C_2021-2124/2024/QTR1/20240208_10-K_edgar_data_1571949_0001571949-24-000007.txt
