cik,years_present,annual_filing_count,year_2021_present,year_2022_present,year_2023_present,year_2024_present,years_present_count
0001099160,"2021,2022,2023,2024",4,True,True,True,True,4
0001099219,"2021,2022,2023,2024",4,True,True,True,True,4
0001099369,"2021,2022,2023,2024",4,True,True,True,True,4
0001099590,"2021,2022,2023,2024",4,True,True,True,True,4
0001099800,"2021,2022,2023,2024",4,True,True,True,True,4
0001100397,"2021,2022,2023,2024",6,True,True,True,True,4
0001100682,"2021,2022,2023,2024",4,True,True,True,True,4
0001101026,"2021,2022,2023,2024",6,True,True,True,True,4
0001101215,"2021,2022,2023,2024",4,True,True,True,True,4
0001101239,"2021,2022,2023,2024",5,True,True,True,True,4
0001101302,"2021,2022,2023,2024",4,True,True,True,True,4
0001101396,"2021,2022,2023",3,True,True,True,False,3
0001101433,"2021,2022,2023,2024",4,True,True,True,True,4
0001101680,"2021,2022,2023,2024",5,True,True,True,True,4
0001102112,"2021,2022,2023",3,True,True,True,False,3
0001102238,"2021,2022,2023,2024",4,True,True,True,True,4
0001102432,"2021,2022,2023",3,True,True,True,False,3
0001102934,"2021,2022",2,True,True,False,False,2
0001102942,2023,1,False,False,True,False,1
0001102993,"2021,2022,2023,2024",7,True,True,True,True,4
0001103021,"2021,2022",2,True,True,False,False,2
0001103090,"2022,2023,2024",3,False,True,True,True,3
0001103795,"2021,2022,2023,2024",4,True,True,True,True,4
0001103833,"2021,2022,2023,2024",5,True,True,True,True,4
0001103982,"2021,2022,2023,2024",4,True,True,True,True,4
0001104038,"2021,2022,2023,2024",4,True,True,True,True,4
0001104280,"2021,2022",4,True,True,False,False,2
0001104462,"2021,2022",2,True,True,False,False,2
0001104485,"2021,2022,2023,2024",4,True,True,True,True,4
0001104506,"2021,2022,2023,2024",4,True,True,True,True,4
0001104657,"2021,2022,2023,2024",4,True,True,True,True,4
0001104855,2021,4,True,False,False,False,1
0001106213,"2021,2022,2023,2024",7,True,True,True,True,4
0001106644,"2021,2022,2023,2024",4,True,True,True,True,4
0001106838,"2021,2022,2023,2024",4,True,True,True,True,4
0001106861,2022,2,False,True,False,False,1
0001107280,"2021,2022,2023,2024",4,True,True,True,True,4
0001107421,"2021,2022,2023,2024",4,True,True,True,True,4
0001107843,"2021,2022,2023,2024",4,True,True,True,True,4
0001108109,"2021,2022,2023,2024",4,True,True,True,True,4
0001108134,"2021,2022,2023,2024",4,True,True,True,True,4
0001108205,"2021,2022,2023,2024",5,True,True,True,True,4
0001108236,2021,1,True,False,False,False,1
0001108320,2021,1,True,False,False,False,1
0001108348,"2021,2022,2023,2024",4,True,True,True,True,4
0001108426,"2021,2022,2023,2024",4,True,True,True,True,4
0001108524,"2021,2022,2023,2024",4,True,True,True,True,4
0001108630,"2021,2022,2023",4,True,True,True,False,3
0001108645,"2021,2022,2023,2024",6,True,True,True,True,4
0001108827,2021,1,True,False,False,False,1
0001108967,"2021,2022,2023",4,True,True,True,False,3
0001109116,"2021,2022,2023,2024",5,True,True,True,True,4
0001109189,2021,2,True,False,False,False,1
0001109242,"2021,2022,2023,2024",4,True,True,True,True,4
0001109354,"2021,2022,2023,2024",4,True,True,True,True,4
0001109357,"2021,2022,2023,2024",4,True,True,True,True,4
0001109448,"2021,2022,2023,2024",4,True,True,True,True,4
0001109486,"2022,2023,2024",5,False,True,True,True,3
0001109546,2021,2,True,False,False,False,1
0001110607,"2021,2022,2023,2024",5,True,True,True,True,4
0001110611,"2021,2022,2023,2024",4,True,True,True,True,4
0001110795,"2021,2022,2023,2024",4,True,True,True,True,4
0001110803,"2021,2022,2023,2024",4,True,True,True,True,4
0001110805,"2021,2022,2023,2024",4,True,True,True,True,4
0001111335,"2021,2022,2023,2024",4,True,True,True,True,4
0001111485,"2022,2023,2024",4,False,True,True,True,3
0001111711,"2021,2022,2023,2024",4,True,True,True,True,4
0001111741,"2021,2022,2023,2024",5,True,True,True,True,4
0001111928,"2021,2022,2023,2024",5,True,True,True,True,4
0001112748,2023,1,False,False,True,False,1
0001113148,"2021,2022,2023",3,True,True,True,False,3
0001113169,"2021,2022,2023,2024",4,True,True,True,True,4
0001113232,"2021,2022,2023,2024",5,True,True,True,True,4
0001113256,2021,1,True,False,False,False,1
0001113313,"2021,2022,2023,2024",4,True,True,True,True,4
0001113513,"2021,2022",3,True,True,False,False,2
0001113809,"2021,2022,2023,2024",4,True,True,True,True,4
0001114483,"2021,2022,2023,2024",4,True,True,True,True,4
0001114925,"2021,2022,2023,2024",4,True,True,True,True,4
0001114927,"2021,2022,2023,2024",6,True,True,True,True,4
0001114995,"2021,2022,2023,2024",4,True,True,True,True,4
0001115055,"2021,2022,2023,2024",4,True,True,True,True,4
0001115128,"2021,2022,2023",5,True,True,True,False,3
0001116132,"2021,2022,2023,2024",4,True,True,True,True,4
0001116463,"2021,2022,2023,2024",4,True,True,True,True,4
0001116942,"2021,2022,2023,2024",4,True,True,True,True,4
0001117057,"2021,2022,2023,2024",7,True,True,True,True,4
0001117171,"2021,2022,2023,2024",6,True,True,True,True,4
0001117228,"2022,2023",2,False,True,True,False,2
0001117297,"2021,2022,2023,2024",4,True,True,True,True,4
0001117480,"2021,2022,2023,2024",4,True,True,True,True,4
0001118004,"2021,2022,2023,2024",4,True,True,True,True,4
0001118072,"2021,2022,2023,2024",4,True,True,True,True,4
0001118417,"2021,2022,2023",3,True,True,True,False,3
0001119190,"2023,2024",2,False,False,True,True,2
0001119643,"2021,2022",4,True,True,False,False,2
0001119897,"2021,2022",3,True,True,False,False,2
0001120193,"2021,2022,2023,2024",4,True,True,True,True,4
0001120370,"2021,2022,2023,2024",4,True,True,True,True,4
0001120914,"2021,2022,2023,2024",4,True,True,True,True,4
0001120970,"2021,2022,2023,2024",4,True,True,True,True,4
0001121142,"2021,2022,2023",4,True,True,True,False,3
0001121484,"2021,2022,2023,2024",4,True,True,True,True,4
0001121702,"2021,2022,2023,2024",4,True,True,True,True,4
0001121788,"2021,2022,2023,2024",5,True,True,True,True,4
0001121795,"2021,2022,2023,2024",5,True,True,True,True,4
0001122020,2024,1,False,False,False,True,1
0001122742,"2021,2022",2,True,True,False,False,2
0001122904,"2021,2022,2023,2024",4,True,True,True,True,4
0001122976,"2021,2022,2023,2024",4,True,True,True,True,4
0001123360,"2021,2022,2023,2024",4,True,True,True,True,4
0001123494,"2021,2022,2023,2024",5,True,True,True,True,4
0001123596,"2021,2022,2023,2024",4,True,True,True,True,4
0001123852,"2021,2022,2023,2024",4,True,True,True,True,4
0001124105,"2021,2022,2023,2024",5,True,True,True,True,4
0001124140,"2021,2022,2023,2024",4,True,True,True,True,4
0001124198,"2021,2022,2023,2024",4,True,True,True,True,4
0001124524,"2021,2022,2023,2024",4,True,True,True,True,4
0001124610,"2021,2022,2023",3,True,True,True,False,3
0001124796,"2021,2022,2023,2024",4,True,True,True,True,4
0001124804,"2021,2022",3,True,True,False,False,2
0001124941,"2021,2023,2024",3,True,False,True,True,3
0001125259,"2021,2022,2023,2024",4,True,True,True,True,4
0001125345,"2021,2022,2023,2024",4,True,True,True,True,4
0001125376,"2021,2022,2023,2024",4,True,True,True,True,4
0001125699,"2021,2022,2023",4,True,True,True,False,3
0001126115,"2021,2022",2,True,True,False,False,2
0001126162,2023,1,False,False,True,False,1
0001126234,"2021,2022,2023,2024",5,True,True,True,True,4
0001126328,"2021,2022,2023,2024",4,True,True,True,True,4
0001126741,"2021,2022,2023,2024",4,True,True,True,True,4
0001126956,"2021,2022,2023,2024",4,True,True,True,True,4
0001126961,2022,1,False,True,False,False,1
0001126975,"2021,2022,2023",3,True,True,True,False,3
0001127007,2024,3,False,False,False,True,1
0001127371,"2021,2022,2023,2024",5,True,True,True,True,4
0001127475,"2021,2022,2023,2024",4,True,True,True,True,4
0001127537,"2021,2022,2023,2024",4,True,True,True,True,4
0001127703,"2021,2022,2023,2024",4,True,True,True,True,4
0001127993,"2021,2022",2,True,True,False,False,2
0001128189,"2021,2022,2023,2024",4,True,True,True,True,4
0001128250,"2021,2022,2023,2024",4,True,True,True,True,4
0001128252,2021,7,True,False,False,False,1
0001128281,"2021,2022,2023,2024",4,True,True,True,True,4
0001128353,"2021,2022,2023",3,True,True,True,False,3
0001128361,"2021,2022,2023,2024",4,True,True,True,True,4
0001128383,"2021,2022,2023,2024",4,True,True,True,True,4
0001128928,"2021,2022,2023,2024",4,True,True,True,True,4
0001129155,"2021,2022,2023,2024",4,True,True,True,True,4
0001129260,"2021,2022",2,True,True,False,False,2
0001130144,"2021,2022,2023,2024",5,True,True,True,True,4
0001130166,"2021,2022,2023,2024",6,True,True,True,True,4
0001130310,"2021,2022,2023,2024",4,True,True,True,True,4
0001130464,"2021,2022,2023,2024",4,True,True,True,True,4
0001130598,"2021,2022,2023,2024",8,True,True,True,True,4
0001130713,"2021,2022,2023,2024",7,True,True,True,True,4
0001130758,"2021,2022",3,True,True,False,False,2
0001130889,"2021,2022,2023,2024",4,True,True,True,True,4
0001131312,"2021,2022,2023,2024",4,True,True,True,True,4
0001131554,"2021,2022,2023,2024",5,True,True,True,True,4
0001131903,"2021,2022,2023,2024",4,True,True,True,True,4
0001132105,"2021,2022,2023,2024",4,True,True,True,True,4
0001132509,"2021,2022,2023,2024",5,True,True,True,True,4
0001132651,"2021,2022,2023,2024",4,True,True,True,True,4
0001133062,"2021,2022,2023,2024",5,True,True,True,True,4
0001133311,"2021,2022,2023,2024",5,True,True,True,True,4
0001133416,"2021,2022,2023,2024",4,True,True,True,True,4
0001133421,"2021,2022,2023,2024",4,True,True,True,True,4
0001133438,"2021,2022,2023,2024",17,True,True,True,True,4
0001133470,"2021,2022,2024",4,True,True,False,True,3
0001133818,"2021,2022,2023,2024",4,True,True,True,True,4
0001133869,"2021,2022,2023,2024",4,True,True,True,True,4
0001134115,"2021,2022,2023,2024",5,True,True,True,True,4
0001134765,"2021,2022,2023,2024",4,True,True,True,True,4
0001134982,"2021,2022,2024",3,True,True,False,True,3
0001135185,"2021,2022,2023",4,True,True,True,False,3
0001135971,"2021,2022,2023,2024",4,True,True,True,True,4
0001136174,"2021,2022,2023,2024",5,True,True,True,True,4
0001136294,"2021,2022,2023",4,True,True,True,False,3
0001136352,"2021,2022,2023",3,True,True,True,False,3
0001136869,"2021,2022,2023,2024",4,True,True,True,True,4
0001136893,"2021,2022,2023,2024",4,True,True,True,True,4
0001137091,"2021,2022,2023,2024",8,True,True,True,True,4
0001137547,"2021,2022,2023,2024",5,True,True,True,True,4
0001137774,"2021,2022,2023,2024",4,True,True,True,True,4
0001137789,"2021,2022,2023,2024",4,True,True,True,True,4
0001137883,"2021,2022,2023,2024",4,True,True,True,True,4
0001138118,"2021,2022,2023,2024",4,True,True,True,True,4
0001138476,"2021,2022,2023,2024",4,True,True,True,True,4
0001138608,"2021,2022,2023",5,True,True,True,False,3
0001138639,"2021,2022,2023,2024",5,True,True,True,True,4
0001138723,"2021,2022,2023,2024",4,True,True,True,True,4
0001138724,"2021,2022,2023,2024",8,True,True,True,True,4
0001138978,"2021,2023,2024",4,True,False,True,True,3
0001139552,"2021,2022,2023,2024",4,True,True,True,True,4
0001140096,"2021,2022,2023,2024",4,True,True,True,True,4
0001140102,"2021,2022,2023,2024",4,True,True,True,True,4
0001140215,"2021,2022,2023,2024",4,True,True,True,True,4
0001140536,"2021,2022,2023,2024",4,True,True,True,True,4
0001140859,"2021,2022,2023,2024",4,True,True,True,True,4
0001141103,"2021,2022,2023,2024",4,True,True,True,True,4
0001141197,"2021,2022,2023,2024",5,True,True,True,True,4
0001141240,"2021,2022,2023,2024",5,True,True,True,True,4
0001141284,"2023,2024",2,False,False,True,True,2
0001141391,"2021,2022,2023,2024",4,True,True,True,True,4
0001141688,"2021,2022,2023,2024",4,True,True,True,True,4
0001141788,2021,1,True,False,False,False,1
0001141807,2021,1,True,False,False,False,1
0001141964,"2023,2024",2,False,False,True,True,2
0001142417,"2021,2022,2023,2024",4,True,True,True,True,4
0001142596,"2021,2022,2023",4,True,True,True,False,3
0001142750,"2021,2022,2023,2024",4,True,True,True,True,4
0001142790,2021,2,True,False,False,False,1
0001142801,"2021,2022",2,True,True,False,False,2
0001143513,"2021,2022,2023,2024",4,True,True,True,True,4
0001144169,"2021,2022",2,True,True,False,False,2
0001144215,"2021,2022,2023,2024",4,True,True,True,True,4
0001144519,"2021,2022,2023",3,True,True,True,False,3
0001144546,"2021,2022,2023",4,True,True,True,False,3
0001144879,"2022,2023,2024",5,False,True,True,True,3
0001144980,"2021,2022,2023,2024",4,True,True,True,True,4
0001145197,"2021,2022,2023,2024",4,True,True,True,True,4
0001145255,"2021,2022,2023,2024",4,True,True,True,True,4
0001145604,"2021,2022,2023,2024",5,True,True,True,True,4
0001145765,"2021,2022,2023,2024",6,True,True,True,True,4
0001145986,"2021,2022,2023,2024",4,True,True,True,True,4
0001156039,"2021,2022,2023,2024",4,True,True,True,True,4
0001156041,"2021,2022,2023,2024",5,True,True,True,True,4
0001156174,"2021,2022,2023,2024",5,True,True,True,True,4
0001156375,"2021,2022,2023,2024",4,True,True,True,True,4
0001156388,"2021,2022,2023,2024",4,True,True,True,True,4
0001156784,2023,1,False,False,True,False,1
0001157075,"2021,2022,2023,2024",4,True,True,True,True,4
0001157408,"2021,2022,2023,2024",4,True,True,True,True,4
0001157601,"2021,2022,2023,2024",5,True,True,True,True,4
0001157647,"2021,2022,2023,2024",4,True,True,True,True,4
0001157762,"2021,2022,2023,2024",4,True,True,True,True,4
0001157987,"2021,2022",2,True,True,False,False,2
0001158114,"2021,2022,2023,2024",6,True,True,True,True,4
0001158172,"2021,2022,2023,2024",4,True,True,True,True,4
0001158324,"2021,2022,2023,2024",4,True,True,True,True,4
0001158420,"2021,2022,2023",4,True,True,True,False,3
0001158449,"2021,2022,2023,2024",5,True,True,True,True,4
0001158463,"2021,2022,2023,2024",4,True,True,True,True,4
0001158659,2021,1,True,False,False,False,1
0001158780,"2021,2022,2023,2024",4,True,True,True,True,4
0001158895,"2021,2022,2023,2024",4,True,True,True,True,4
0001159036,"2021,2022,2023,2024",4,True,True,True,True,4
0001159167,"2021,2022,2023,2024",4,True,True,True,True,4
0001159281,"2021,2022",2,True,True,False,False,2
0001159408,"2021,2022,2023,2024",4,True,True,True,True,4
0001160308,"2021,2022,2023,2024",4,True,True,True,True,4
0001160661,"2021,2022,2023,2024",4,True,True,True,True,4
0001160791,"2021,2022,2023,2024",5,True,True,True,True,4
0001160798,"2021,2022,2023",3,True,True,True,False,3
0001160945,"2021,2022,2023,2024",4,True,True,True,True,4
0001160951,"2021,2022,2023",3,True,True,True,False,3
0001160958,2021,2,True,False,False,False,1
0001161154,2021,1,True,False,False,False,1
0001161582,"2021,2022,2023",3,True,True,True,False,3
0001161728,"2021,2022,2023,2024",4,True,True,True,True,4
0001162112,2021,2,True,False,False,False,1
0001162194,"2021,2022,2023,2024",5,True,True,True,True,4
0001162283,"2021,2022,2023",3,True,True,True,False,3
0001162387,"2021,2022,2023,2024",4,True,True,True,True,4
0001162461,"2021,2022,2023,2024",5,True,True,True,True,4
0001162896,"2021,2022,2023,2024",5,True,True,True,True,4
0001163165,"2021,2022,2023,2024",4,True,True,True,True,4
0001163302,"2021,2022,2023,2024",4,True,True,True,True,4
0001163321,"2021,2022,2023,2024",4,True,True,True,True,4
0001163370,"2021,2022,2023,2024",4,True,True,True,True,4
0001163389,"2021,2022,2023,2024",4,True,True,True,True,4
0001163609,"2021,2022,2023,2024",5,True,True,True,True,4
0001163612,"2021,2022",2,True,True,False,False,2
0001163668,"2021,2022,2023,2024",4,True,True,True,True,4
0001163739,"2021,2022,2023,2024",4,True,True,True,True,4
0001164256,"2021,2022,2024",3,True,True,False,True,3
0001164727,"2021,2022,2023,2024",5,True,True,True,True,4
0001164863,"2021,2022,2023,2024",4,True,True,True,True,4
0001164888,2021,2,True,False,False,False,1
0001165002,"2021,2022,2023,2024",4,True,True,True,True,4
0001165320,"2021,2022,2023,2024",4,True,True,True,True,4
0001165639,"2021,2022",3,True,True,False,False,2
0001166003,"2021,2022,2023,2024",4,True,True,True,True,4
0001166388,"2021,2022,2023,2024",4,True,True,True,True,4
0001166691,"2021,2022,2023,2024",4,True,True,True,True,4
0001166708,"2021,2022,2023,2024",4,True,True,True,True,4
0001166928,"2021,2022,2023,2024",5,True,True,True,True,4
0001167419,"2021,2022,2023,2024",7,True,True,True,True,4
0001167609,"2021,2022",2,True,True,False,False,2
0001168054,2021,1,True,False,False,False,1
0001168081,"2021,2022,2023,2024",4,True,True,True,True,4
0001168165,"2021,2022,2023,2024",4,True,True,True,True,4
0001168455,"2021,2022,2023,2024",4,True,True,True,True,4
0001168663,"2021,2022",2,True,True,False,False,2
0001169055,"2021,2022,2023",5,True,True,True,False,3
0001169245,"2021,2022",2,True,True,False,False,2
0001169445,"2021,2022,2023,2024",6,True,True,True,True,4
0001169561,"2021,2022,2023,2024",4,True,True,True,True,4
0001169652,"2021,2022",2,True,True,False,False,2
0001169770,"2021,2022,2023,2024",4,True,True,True,True,4
0001169987,"2021,2022,2023",3,True,True,True,False,3
0001169988,2021,2,True,False,False,False,1
0001170010,"2021,2022,2023,2024",4,True,True,True,True,4
0001171008,"2022,2023",4,False,True,True,False,2
0001171040,"2021,2024",2,True,False,False,True,2
0001171155,"2021,2023,2024",4,True,False,True,True,3
0001171326,"2022,2023,2024",3,False,True,True,True,3
0001171486,"2021,2022,2023,2024",4,True,True,True,True,4
0001171662,2021,1,True,False,False,False,1
0001171759,"2021,2022,2023,2024",4,True,True,True,True,4
0001171825,2021,2,True,False,False,False,1
0001171838,"2021,2022,2023,2024",4,True,True,True,True,4
0001172052,"2021,2022,2023,2024",4,True,True,True,True,4
0001172069,"2023,2024",2,False,False,True,True,2
0001172178,"2021,2022,2023,2024",4,True,True,True,True,4
0001172222,"2021,2022,2023,2024",4,True,True,True,True,4
0001172358,"2021,2022,2023,2024",5,True,True,True,True,4
0001172631,"2021,2022,2023",4,True,True,True,False,3
0001172706,"2021,2022",2,True,True,False,False,2
0001173204,"2021,2022,2023,2024",4,True,True,True,True,4
0001173281,"2021,2022",2,True,True,False,False,2
0001173313,"2021,2022,2023,2024",6,True,True,True,True,4
0001173420,"2021,2022,2023,2024",4,True,True,True,True,4
0001173489,"2021,2022,2023,2024",4,True,True,True,True,4
0001173514,"2021,2022,2023,2024",4,True,True,True,True,4
0001174821,"2021,2022,2023,2024",4,True,True,True,True,4
0001174850,"2021,2022,2023,2024",4,True,True,True,True,4
0001174891,"2021,2022,2023,2024",4,True,True,True,True,4
0001174922,"2021,2022,2023,2024",4,True,True,True,True,4
0001174940,"2021,2022,2023,2024",5,True,True,True,True,4
0001175151,"2021,2022,2023,2024",4,True,True,True,True,4
0001175454,"2021,2022,2023,2024",5,True,True,True,True,4
0001175483,"2021,2022",3,True,True,False,False,2
0001175505,2021,1,True,False,False,False,1
0001175535,"2021,2022,2023,2024",4,True,True,True,True,4
0001175680,"2021,2022,2023,2024",7,True,True,True,True,4
0001176309,"2021,2023,2024",3,True,False,True,True,3
0001176334,"2021,2022,2023,2024",4,True,True,True,True,4
0001176948,"2021,2022,2023,2024",4,True,True,True,True,4
0001177394,"2021,2022,2023,2024",4,True,True,True,True,4
0001177609,"2021,2022,2023,2024",4,True,True,True,True,4
0001177648,"2021,2022,2023,2024",4,True,True,True,True,4
0001177702,"2021,2022,2023,2024",4,True,True,True,True,4
0001178049,"2021,2022",2,True,True,False,False,2
0001178253,"2021,2022,2023,2024",5,True,True,True,True,4
0001178670,"2021,2022,2023,2024",4,True,True,True,True,4
0001178697,"2021,2022,2023,2024",10,True,True,True,True,4
0001178711,"2021,2022,2023",4,True,True,True,False,3
0001178727,"2021,2022,2023",3,True,True,True,False,3
0001178879,"2021,2022,2023,2024",4,True,True,True,True,4
0001178970,"2021,2022,2023,2024",4,True,True,True,True,4
0001179929,"2021,2022,2023,2024",4,True,True,True,True,4
0001180145,"2021,2022",2,True,True,False,False,2
0001180262,"2021,2022,2023,2024",4,True,True,True,True,4
0001181749,"2021,2022",3,True,True,False,False,2
0001182534,"2021,2022,2023,2024",20,True,True,True,True,4
0001182731,"2023,2024",2,False,False,True,True,2
0001182737,2021,2,True,False,False,False,1
0001183765,"2021,2022,2023,2024",6,True,True,True,True,4
0001185198,"2021,2022,2023,2024",4,True,True,True,True,4
0001185348,"2021,2022,2023,2024",4,True,True,True,True,4
0001186258,2021,1,True,False,False,False,1
0001187953,"2021,2022,2023,2024",7,True,True,True,True,4
0001190370,"2021,2022,2023,2024",4,True,True,True,True,4
0001191070,2024,1,False,False,False,True,1
0001191334,2021,2,True,False,False,False,1
0001192448,"2021,2022,2023,2024",4,True,True,True,True,4
0001193311,"2021,2022,2023,2024",4,True,True,True,True,4
0001195734,"2021,2022,2023,2024",4,True,True,True,True,4
0001196298,"2021,2022,2023,2024",4,True,True,True,True,4
0001196501,2021,2,True,False,False,False,1
0001198415,"2021,2022,2023,2024",6,True,True,True,True,4
0001200375,"2021,2022,2023,2024",4,True,True,True,True,4
0001201792,"2021,2022,2023,2024",5,True,True,True,True,4
0001205181,"2021,2022",4,True,True,False,False,2
0001205922,"2021,2022,2023,2024",5,True,True,True,True,4
0001206264,"2021,2022,2023,2024",4,True,True,True,True,4
0001206942,2021,1,True,False,False,False,1
0001209028,"2021,2022,2023",4,True,True,True,False,3
0001209709,"2021,2022,2023,2024",4,True,True,True,True,4
0001210618,"2022,2023",2,False,True,True,False,2
0001210677,"2022,2023,2024",3,False,True,True,True,3
0001210708,"2021,2022,2023,2024",6,True,True,True,True,4
0001211583,"2021,2022,2023,2024",4,True,True,True,True,4
0001211805,"2021,2022,2023,2024",5,True,True,True,True,4
0001212458,2021,1,True,False,False,False,1
0001212545,"2021,2022,2023,2024",4,True,True,True,True,4
0001213037,"2021,2022,2023,2024",4,True,True,True,True,4
0001213660,"2021,2022,2023",4,True,True,True,False,3
0001213809,"2021,2022,2023,2024",5,True,True,True,True,4
0001214816,"2021,2022,2023,2024",4,True,True,True,True,4
0001217234,"2021,2022,2023,2024",4,True,True,True,True,4
0001218683,"2021,2022,2023,2024",4,True,True,True,True,4
0001219601,"2021,2022,2023,2024",4,True,True,True,True,4
0001220754,"2021,2022,2023,2024",4,True,True,True,True,4
0001222333,"2021,2022,2023,2024",5,True,True,True,True,4
0001222840,2021,1,True,False,False,False,1
0001223389,"2021,2022,2023,2024",4,True,True,True,True,4
0001223444,"2021,2022,2023,2024",4,True,True,True,True,4
0001224133,"2021,2022,2023,2024",8,True,True,True,True,4
0001224608,"2021,2022,2023,2024",4,True,True,True,True,4
0001225307,2021,1,True,False,False,False,1
0001226006,"2021,2022,2023",3,True,True,True,False,3
0001226616,"2021,2022,2023,2024",5,True,True,True,True,4
0001227025,"2021,2022",2,True,True,False,False,2
0001227090,"2021,2022,2023,2024",4,True,True,True,True,4
0001227265,"2021,2022,2023,2024",4,True,True,True,True,4
0001227500,"2021,2022,2023,2024",4,True,True,True,True,4
0001227636,"2021,2022,2023,2024",4,True,True,True,True,4
0001227654,"2021,2022,2023,2024",6,True,True,True,True,4
0001228454,"2021,2022,2023,2024",4,True,True,True,True,4
0001228627,"2021,2022,2023,2024",4,True,True,True,True,4
0001230058,"2021,2022,2023,2024",4,True,True,True,True,4
0001230245,"2021,2022,2023,2024",4,True,True,True,True,4
0001230524,"2021,2022,2023,2024",7,True,True,True,True,4
0001231339,"2022,2024",5,False,True,False,True,2
0001231457,"2023,2024",3,False,False,True,True,2
0001232524,"2021,2022,2023,2024",8,True,True,True,True,4
0001232582,"2021,2022,2023,2024",4,True,True,True,True,4
0001234006,"2021,2022,2023,2024",4,True,True,True,True,4
0001235468,"2021,2022,2023,2024",4,True,True,True,True,4
0001235912,"2022,2023,2024",3,False,True,True,True,3
0001236275,"2021,2022,2023,2024",4,True,True,True,True,4
0001236424,2021,1,True,False,False,False,1
0001237831,"2021,2022,2023,2024",5,True,True,True,True,4
0001239819,"2021,2022,2023",3,True,True,True,False,3
0001245791,2021,2,True,False,False,False,1
0001251769,"2021,2022,2023",3,True,True,True,False,3
0001252849,2021,1,True,False,False,False,1
0001253176,"2021,2022,2023,2024",5,True,True,True,True,4
0001253347,"2021,2022,2023",3,True,True,True,False,3
0001253689,"2021,2022,2023,2024",4,True,True,True,True,4
0001253986,"2021,2022,2023,2024",4,True,True,True,True,4
0001254699,"2021,2022,2023,2024",4,True,True,True,True,4
0001255474,"2021,2022",4,True,True,False,False,2
0001255604,"2021,2022,2023,2024",4,True,True,True,True,4
0001257640,"2021,2022,2023,2024",4,True,True,True,True,4
0001258602,"2021,2022,2023,2024",4,True,True,True,True,4
0001259429,"2021,2022,2023,2024",4,True,True,True,True,4
0001260125,"2021,2022,2023,2024",43,True,True,True,True,4
0001260221,"2021,2022,2023,2024",5,True,True,True,True,4
0001260968,2021,1,True,False,False,False,1
0001260990,"2021,2022,2023,2024",6,True,True,True,True,4
0001261249,"2021,2022,2023,2024",5,True,True,True,True,4
0001261333,"2021,2022,2023,2024",4,True,True,True,True,4
0001261379,"2021,2022,2023,2024",5,True,True,True,True,4
0001261654,"2021,2022,2023,2024",4,True,True,True,True,4
0001262039,"2021,2022,2023,2024",4,True,True,True,True,4
0001262104,"2021,2022,2023,2024",6,True,True,True,True,4
0001262823,"2021,2022,2023,2024",4,True,True,True,True,4
0001262976,"2021,2022,2023,2024",4,True,True,True,True,4
0001263364,"2021,2022,2023,2024",4,True,True,True,True,4
0001263762,2021,1,True,False,False,False,1
0001264157,"2021,2022,2023,2024",4,True,True,True,True,4
0001265107,2021,1,True,False,False,False,1
0001265131,"2021,2022,2023,2024",4,True,True,True,True,4
0001265521,2024,1,False,False,False,True,1
0001266806,"2021,2022,2023,2024",7,True,True,True,True,4
0001266832,"2021,2022,2023,2024",4,True,True,True,True,4
0001267238,"2021,2022,2023,2024",4,True,True,True,True,4
0001267332,"2021,2022,2023,2024",4,True,True,True,True,4
0001267425,"2021,2022,2023",3,True,True,True,False,3
0001267426,"2021,2022,2023,2024",4,True,True,True,True,4
0001267565,"2021,2022,2023,2024",4,True,True,True,True,4
0001267602,"2021,2022,2023,2024",7,True,True,True,True,4
0001267813,"2021,2022,2023,2024",4,True,True,True,True,4
0001267919,2021,2,True,False,False,False,1
0001269026,"2021,2022,2023,2024",4,True,True,True,True,4
0001269371,"2021,2022,2023,2024",4,True,True,True,True,4
0001270073,"2021,2022,2023",3,True,True,True,False,3
0001270436,"2021,2022,2023,2024",4,True,True,True,True,4
0001271214,"2021,2022",3,True,True,False,False,2
0001271833,"2021,2022,2023,2024",4,True,True,True,True,4
0001271834,"2021,2022,2023,2024",4,True,True,True,True,4
0001272830,"2021,2022",3,True,True,False,False,2
0001272842,"2021,2022,2023,2024",4,True,True,True,True,4
0001273441,"2021,2022,2023,2024",4,True,True,True,True,4
0001273636,"2021,2022",3,True,True,False,False,2
0001273685,"2021,2022,2023,2024",4,True,True,True,True,4
0001273813,"2021,2022,2023,2024",4,True,True,True,True,4
0001273931,"2021,2022,2023",4,True,True,True,False,3
0001274032,"2021,2022",2,True,True,False,False,2
0001274173,"2021,2022,2023,2024",4,True,True,True,True,4
0001274494,"2021,2022,2023,2024",4,True,True,True,True,4
0001274737,"2021,2022,2023,2024",5,True,True,True,True,4
0001274792,"2021,2022,2023,2024",5,True,True,True,True,4
0001275014,"2021,2022,2023,2024",4,True,True,True,True,4
0001275101,"2021,2022,2023,2024",4,True,True,True,True,4
0001275158,"2021,2022,2023,2024",4,True,True,True,True,4
0001275168,"2022,2023,2024",3,False,True,True,True,3
0001275187,"2021,2022,2023,2024",4,True,True,True,True,4
0001275477,"2021,2022,2023,2024",4,True,True,True,True,4
0001276187,"2021,2022,2023,2024",4,True,True,True,True,4
0001276520,"2021,2022,2023,2024",4,True,True,True,True,4
