cik,years_present,annual_filing_count,year_2021_present,year_2022_present,year_2023_present,year_2024_present,years_present_count
0001604665,"2021,2022,2023,2024",4,True,True,True,True,4
0001604738,"2021,2022,2023,2024",4,True,True,True,True,4
0001604778,"2021,2022,2023,2024",4,True,True,True,True,4
0001604821,"2021,2022,2023,2024",4,True,True,True,True,4
0001604868,"2021,2022,2023,2024",5,True,True,True,True,4
0001604930,2021,2,True,False,False,False,1
0001604950,"2021,2022,2023,2024",4,True,True,True,True,4
0001605057,"2022,2023,2024",3,False,True,True,True,3
0001605257,"2021,2022,2023,2024",4,True,True,True,True,4
0001605301,"2021,2022,2023,2024",4,True,True,True,True,4
0001605331,"2022,2023,2024",4,False,True,True,True,3
0001605481,"2021,2022,2023,2024",5,True,True,True,True,4
0001605607,"2021,2022,2023,2024",4,True,True,True,True,4
0001605810,"2021,2022",2,True,True,False,False,2
0001605888,"2022,2023,2024",3,False,True,True,True,3
0001606104,"2021,2022,2023,2024",4,True,True,True,True,4
0001606163,"2021,2022,2023,2024",4,True,True,True,True,4
0001606268,"2021,2022,2023,2024",5,True,True,True,True,4
0001606366,"2021,2022,2023,2024",4,True,True,True,True,4
0001606440,2021,1,True,False,False,False,1
0001606442,"2021,2022,2023,2024",4,True,True,True,True,4
0001606498,"2021,2022,2023,2024",4,True,True,True,True,4
0001606698,"2021,2022,2023",4,True,True,True,False,3
0001606745,"2021,2022,2023,2024",5,True,True,True,True,4
0001606757,"2021,2022,2023,2024",4,True,True,True,True,4
0001606909,"2021,2022,2023,2024",4,True,True,True,True,4
0001607401,"2021,2022,2023,2024",4,True,True,True,True,4
0001607450,2021,1,True,False,False,False,1
0001607484,"2021,2022,2023,2024",4,True,True,True,True,4
0001607641,"2021,2022,2023,2024",4,True,True,True,True,4
0001607678,"2021,2022,2023,2024",4,True,True,True,True,4
0001607865,"2021,2022,2023,2024",4,True,True,True,True,4
0001607939,"2022,2023,2024",4,False,True,True,True,3
0001607962,"2021,2022,2023,2024",7,True,True,True,True,4
0001608092,"2021,2022,2023,2024",4,True,True,True,True,4
0001609065,"2021,2022,2023,2024",4,True,True,True,True,4
0001609139,2022,1,False,True,False,False,1
0001609151,"2022,2023,2024",3,False,True,True,True,3
0001609253,"2021,2022,2023,2024",4,True,True,True,True,4
0001609258,"2021,2022,2023,2024",4,True,True,True,True,4
0001609471,"2021,2022",3,True,True,False,False,2
0001609550,"2021,2022,2023,2024",4,True,True,True,True,4
0001609671,"2021,2022,2023,2024",4,True,True,True,True,4
0001609702,2021,1,True,False,False,False,1
0001609711,"2021,2022,2023,2024",4,True,True,True,True,4
0001609804,"2021,2022,2023,2024",4,True,True,True,True,4
0001609809,"2021,2022,2023,2024",4,True,True,True,True,4
0001609988,"2021,2022",2,True,True,False,False,2
0001610114,2021,1,True,False,False,False,1
0001610250,"2021,2022,2023,2024",4,True,True,True,True,4
0001610466,"2021,2022",2,True,True,False,False,2
0001610486,"2021,2022,2023,2024",4,True,True,True,True,4
0001610618,"2021,2022,2023,2024",4,True,True,True,True,4
0001610682,"2021,2022,2023",3,True,True,True,False,3
0001610718,"2021,2022,2024",4,True,True,False,True,3
0001610796,"2021,2022,2023,2024",4,True,True,True,True,4
0001610820,"2022,2023,2024",3,False,True,True,True,3
0001610853,"2021,2022,2023,2024",4,True,True,True,True,4
0001610911,2021,2,True,False,False,False,1
0001610940,"2021,2022,2023,2024",4,True,True,True,True,4
0001610950,"2021,2022,2023",4,True,True,True,False,3
0001611052,"2022,2023,2024",3,False,True,True,True,3
0001611110,2021,2,True,False,False,False,1
0001611282,"2023,2024",3,False,False,True,True,2
0001611547,"2021,2022,2023,2024",4,True,True,True,True,4
0001611647,"2021,2022,2023,2024",8,True,True,True,True,4
0001611747,2023,1,False,False,True,False,1
0001611983,"2021,2022,2023,2024",4,True,True,True,True,4
0001612124,"2021,2022,2023,2024",4,True,True,True,True,4
0001612126,"2021,2022,2023,2024",4,True,True,True,True,4
0001612188,"2021,2022,2023",3,True,True,True,False,3
0001612518,"2021,2022,2023,2024",4,True,True,True,True,4
0001612630,"2021,2022,2023,2024",5,True,True,True,True,4
0001612720,"2021,2022,2023,2024",4,True,True,True,True,4
0001612841,"2021,2022,2023,2024",4,True,True,True,True,4
0001612851,"2021,2022",2,True,True,False,False,2
0001613103,"2021,2022,2023,2024",4,True,True,True,True,4
0001613665,2021,1,True,False,False,False,1
0001613685,"2021,2023,2024",3,True,False,True,True,3
0001613762,"2021,2022,2023,2024",4,True,True,True,True,4
0001613763,"2021,2022,2023,2024",4,True,True,True,True,4
0001613764,"2021,2022,2023,2024",4,True,True,True,True,4
0001613765,"2021,2022,2023,2024",4,True,True,True,True,4
0001613766,"2021,2022,2023,2024",4,True,True,True,True,4
0001613767,"2021,2022,2023,2024",4,True,True,True,True,4
0001613780,"2021,2022,2023,2024",4,True,True,True,True,4
0001613859,2021,2,True,False,False,False,1
0001614033,"2021,2022,2023,2024",4,True,True,True,True,4
0001614067,"2021,2022,2023",4,True,True,True,False,3
0001614178,"2021,2022,2023,2024",4,True,True,True,True,4
0001614184,2021,1,True,False,False,False,1
0001614466,2021,1,True,False,False,False,1
0001614556,"2021,2022,2023",4,True,True,True,False,3
0001614806,"2021,2022,2023,2024",4,True,True,True,True,4
0001614826,"2021,2022",2,True,True,False,False,2
0001615055,"2022,2023",2,False,True,True,False,2
0001615063,"2021,2022,2023,2024",7,True,True,True,True,4
0001615165,"2021,2022,2023,2024",5,True,True,True,True,4
0001615219,"2021,2022,2023,2024",5,True,True,True,True,4
0001615222,"2021,2022,2023,2024",5,True,True,True,True,4
0001615346,2021,1,True,False,False,False,1
0001615780,"2021,2022,2023",3,True,True,True,False,3
0001615999,"2021,2022",2,True,True,False,False,2
0001616000,"2021,2022,2023,2024",4,True,True,True,True,4
0001616156,"2021,2022,2023,2024",4,True,True,True,True,4
0001616212,2021,1,True,False,False,False,1
0001616262,"2021,2022,2023,2024",6,True,True,True,True,4
0001616318,"2021,2022,2023,2024",4,True,True,True,True,4
0001616533,"2021,2022,2023,2024",5,True,True,True,True,4
0001616543,"2021,2022,2023,2024",4,True,True,True,True,4
0001616666,"2021,2022,2023,2024",4,True,True,True,True,4
0001616707,"2021,2022,2023,2024",4,True,True,True,True,4
0001616736,"2021,2022,2023,2024",5,True,True,True,True,4
0001616741,"2021,2022,2023",3,True,True,True,False,3
0001616788,"2021,2022,2023,2024",4,True,True,True,True,4
0001616862,"2021,2022,2023,2024",4,True,True,True,True,4
0001617227,2021,2,True,False,False,False,1
0001617242,"2021,2022,2023,2024",4,True,True,True,True,4
0001617351,2021,1,True,False,False,False,1
0001617406,"2021,2022,2023,2024",4,True,True,True,True,4
0001617553,"2022,2023,2024",3,False,True,True,True,3
0001617572,2021,1,True,False,False,False,1
0001617640,"2021,2022,2023,2024",4,True,True,True,True,4
0001617669,"2021,2022",4,True,True,False,False,2
0001617760,"2021,2022,2023,2024",5,True,True,True,True,4
0001617765,"2022,2024",2,False,True,False,True,2
0001617867,2024,2,False,False,False,True,1
0001617957,"2021,2022,2023,2024",4,True,True,True,True,4
0001617959,"2021,2022,2023,2024",4,True,True,True,True,4
0001618150,"2021,2022,2023,2024",4,True,True,True,True,4
0001618181,"2021,2022,2023,2024",5,True,True,True,True,4
0001618563,"2021,2022,2023,2024",4,True,True,True,True,4
0001618673,"2021,2022,2023,2024",4,True,True,True,True,4
0001618694,"2021,2022,2023,2024",4,True,True,True,True,4
0001618696,"2021,2022,2023,2024",4,True,True,True,True,4
0001618697,"2021,2022,2023,2024",4,True,True,True,True,4
0001618713,"2021,2022,2023,2024",4,True,True,True,True,4
0001618732,"2021,2022,2023,2024",5,True,True,True,True,4
0001618755,"2021,2022,2023,2024",4,True,True,True,True,4
0001618756,"2021,2022,2023,2024",4,True,True,True,True,4
0001618835,"2021,2022,2023,2024",4,True,True,True,True,4
0001618921,"2021,2022,2023,2024",7,True,True,True,True,4
0001619096,"2021,2023,2024",5,True,False,True,True,3
0001619227,"2021,2022,2023,2024",4,True,True,True,True,4
0001619312,"2021,2022,2023,2024",4,True,True,True,True,4
0001619511,"2021,2022,2023,2024",4,True,True,True,True,4
0001619616,"2021,2022,2023,2024",4,True,True,True,True,4
0001619856,"2022,2023,2024",3,False,True,True,True,3
0001619954,2021,1,True,False,False,False,1
0001620179,"2021,2022,2023,2024",8,True,True,True,True,4
0001620280,"2021,2022,2023,2024",9,True,True,True,True,4
0001620305,"2021,2022,2023,2024",4,True,True,True,True,4
0001620393,"2021,2022,2023,2024",4,True,True,True,True,4
0001620459,"2021,2022,2023,2024",8,True,True,True,True,4
0001620463,"2021,2022,2023,2024",4,True,True,True,True,4
0001620533,"2021,2022,2023,2024",5,True,True,True,True,4
0001620749,"2022,2023",4,False,True,True,False,2
0001621221,"2021,2023,2024",3,True,False,True,True,3
0001621227,"2021,2022,2023,2024",4,True,True,True,True,4
0001621368,"2021,2022,2023,2024",5,True,True,True,True,4
0001621379,"2021,2022,2023,2024",4,True,True,True,True,4
0001621434,"2021,2022,2023,2024",4,True,True,True,True,4
0001621443,"2021,2022,2023",3,True,True,True,False,3
0001621466,"2021,2022,2023,2024",4,True,True,True,True,4
0001621563,"2021,2022,2023,2024",4,True,True,True,True,4
0001621672,"2021,2022,2023,2024",6,True,True,True,True,4
0001621832,"2021,2022,2023,2024",4,True,True,True,True,4
0001621906,"2021,2022,2023,2024",6,True,True,True,True,4
0001622057,"2021,2022,2023,2024",5,True,True,True,True,4
0001622194,"2021,2022,2023,2024",4,True,True,True,True,4
0001622229,"2021,2022,2023,2024",4,True,True,True,True,4
0001622231,2022,1,False,True,False,False,1
0001622244,"2021,2022,2023,2024",4,True,True,True,True,4
0001622345,"2021,2022,2023,2024",4,True,True,True,True,4
0001622408,"2021,2022",2,True,True,False,False,2
0001622413,"2021,2022,2023,2024",4,True,True,True,True,4
0001622765,"2021,2022,2023,2024",4,True,True,True,True,4
0001622879,"2021,2022,2023,2024",6,True,True,True,True,4
0001622996,"2021,2022,2023",3,True,True,True,False,3
0001623360,2022,1,False,True,False,False,1
0001623518,"2021,2022,2023,2024",4,True,True,True,True,4
0001623526,"2021,2022,2023,2024",4,True,True,True,True,4
0001623590,"2021,2022,2023,2024",10,True,True,True,True,4
0001623715,2022,1,False,True,False,False,1
0001623838,"2021,2022,2023,2024",4,True,True,True,True,4
0001623916,"2021,2022,2023,2024",4,True,True,True,True,4
0001623925,"2021,2022,2023,2024",4,True,True,True,True,4
0001624140,"2021,2023",3,True,False,True,False,2
0001624322,"2021,2022,2023,2024",6,True,True,True,True,4
0001624326,"2021,2022,2023,2024",4,True,True,True,True,4
0001624512,"2021,2022,2023,2024",4,True,True,True,True,4
0001624517,"2022,2023,2024",6,False,True,True,True,3
0001624658,"2021,2022",4,True,True,False,False,2
0001624794,"2021,2022,2023,2024",4,True,True,True,True,4
0001624985,"2021,2022,2023,2024",4,True,True,True,True,4
0001625101,"2021,2022,2023,2024",4,True,True,True,True,4
0001625123,"2021,2022,2023,2024",4,True,True,True,True,4
0001625278,"2022,2023,2024",3,False,True,True,True,3
0001625285,"2021,2022,2023",9,True,True,True,False,3
0001625288,"2021,2022,2023,2024",4,True,True,True,True,4
0001625426,"2021,2022,2023,2024",4,True,True,True,True,4
0001625641,"2022,2023,2024",4,False,True,True,True,3
0001625941,"2021,2022,2023,2024",4,True,True,True,True,4
0001626115,"2021,2022,2023,2024",4,True,True,True,True,4
0001626199,"2021,2022,2023,2024",5,True,True,True,True,4
0001626450,"2021,2022,2023,2024",4,True,True,True,True,4
0001626556,2021,1,True,False,False,False,1
0001626644,"2021,2022,2023,2024",5,True,True,True,True,4
0001626745,"2021,2022,2023,2024",4,True,True,True,True,4
0001626878,"2021,2022,2023,2024",6,True,True,True,True,4
0001626941,"2021,2022,2023,2024",4,True,True,True,True,4
0001626971,"2021,2022,2023,2024",4,True,True,True,True,4
0001627014,"2021,2022,2023",4,True,True,True,False,3
0001627041,2022,2,False,True,False,False,1
0001627223,"2021,2022,2023,2024",4,True,True,True,True,4
0001627282,2024,2,False,False,False,True,1
0001627452,"2021,2022",2,True,True,False,False,2
0001627469,"2021,2022,2023,2024",4,True,True,True,True,4
0001627475,"2021,2022,2023,2024",4,True,True,True,True,4
0001627554,"2021,2022,2023",5,True,True,True,False,3
0001627606,"2021,2022",2,True,True,False,False,2
0001627611,"2021,2022",2,True,True,False,False,2
0001627857,"2021,2022",2,True,True,False,False,2
0001628063,"2021,2022,2023,2024",5,True,True,True,True,4
0001628112,"2021,2022,2023,2024",4,True,True,True,True,4
0001628171,"2021,2022,2023,2024",4,True,True,True,True,4
0001628228,2021,2,True,False,False,False,1
0001628369,"2021,2022,2023,2024",4,True,True,True,True,4
0001628908,"2021,2022,2023,2024",4,True,True,True,True,4
0001628945,"2022,2023,2024",4,False,True,True,True,3
0001629019,"2021,2022,2023,2024",4,True,True,True,True,4
0001629069,"2021,2022,2023,2024",4,True,True,True,True,4
0001629137,"2021,2022",2,True,True,False,False,2
0001629205,"2021,2022,2024",3,True,True,False,True,3
0001629210,"2021,2022,2023,2024",4,True,True,True,True,4
0001629665,"2021,2022,2023,2024",6,True,True,True,True,4
0001629716,"2021,2022,2023,2024",4,True,True,True,True,4
0001630031,"2021,2022,2023,2024",4,True,True,True,True,4
0001630113,"2021,2022,2023,2024",5,True,True,True,True,4
0001630176,"2021,2022,2023,2024",5,True,True,True,True,4
0001630212,"2021,2022,2023,2024",4,True,True,True,True,4
0001630472,"2021,2022,2023,2024",4,True,True,True,True,4
0001630477,"2021,2022,2023,2024",4,True,True,True,True,4
0001630513,"2021,2022,2023,2024",5,True,True,True,True,4
0001630627,"2022,2023,2024",3,False,True,True,True,3
0001630690,"2021,2022,2023,2024",4,True,True,True,True,4
0001630805,"2021,2022,2023,2024",6,True,True,True,True,4
0001630856,"2021,2022",2,True,True,False,False,2
0001631256,"2021,2022,2023,2024",4,True,True,True,True,4
0001631282,"2021,2022,2023,2024",4,True,True,True,True,4
0001631406,"2021,2022,2023,2024",5,True,True,True,True,4
0001631463,2022,1,False,True,False,False,1
0001631569,"2021,2022,2023,2024",4,True,True,True,True,4
0001631574,"2021,2022,2023,2024",9,True,True,True,True,4
0001631596,"2021,2022,2023,2024",4,True,True,True,True,4
0001632081,"2021,2022",2,True,True,False,False,2
0001632121,"2021,2022,2023,2024",5,True,True,True,True,4
0001632127,"2021,2022,2023,2024",5,True,True,True,True,4
0001632275,2021,1,True,False,False,False,1
0001632790,"2021,2022,2023,2024",4,True,True,True,True,4
0001632814,"2021,2022,2023,2024",5,True,True,True,True,4
0001632970,"2021,2022,2023,2024",4,True,True,True,True,4
0001633023,"2021,2022,2023,2024",4,True,True,True,True,4
0001633070,"2021,2022,2023",3,True,True,True,False,3
0001633336,"2021,2022,2023,2024",4,True,True,True,True,4
0001633533,"2021,2022,2023,2024",4,True,True,True,True,4
0001633858,"2021,2022,2023,2024",4,True,True,True,True,4
0001633917,"2021,2022,2023,2024",4,True,True,True,True,4
0001633931,"2021,2022,2023,2024",4,True,True,True,True,4
0001633932,"2021,2022,2023,2024",4,True,True,True,True,4
0001633978,"2021,2022,2023,2024",4,True,True,True,True,4
0001634038,2021,1,True,False,False,False,1
0001634117,"2021,2022,2023,2024",4,True,True,True,True,4
0001634172,"2021,2022,2023,2024",5,True,True,True,True,4
0001634293,"2021,2022,2023,2024",4,True,True,True,True,4
0001634379,"2021,2022",2,True,True,False,False,2
0001634432,2021,1,True,False,False,False,1
0001634447,"2021,2022,2023,2024",7,True,True,True,True,4
0001634452,"2021,2022,2023,2024",4,True,True,True,True,4
0001634976,"2021,2022,2023,2024",4,True,True,True,True,4
0001634997,"2021,2022,2023,2024",6,True,True,True,True,4
0001635077,"2023,2024",3,False,False,True,True,2
0001635088,"2022,2023,2024",3,False,True,True,True,3
0001635136,"2021,2022,2023",3,True,True,True,False,3
0001635282,"2021,2022,2023,2024",5,True,True,True,True,4
0001635327,2024,1,False,False,False,True,1
0001635569,"2021,2022,2023,2024",4,True,True,True,True,4
0001635650,"2021,2022,2023",6,True,True,True,False,3
0001635748,2021,2,True,False,False,False,1
0001635881,"2021,2022",3,True,True,False,False,2
0001635984,"2021,2022,2023,2024",6,True,True,True,True,4
0001636050,"2021,2022",2,True,True,False,False,2
0001636051,"2022,2023,2024",4,False,True,True,True,3
0001636222,"2021,2022,2023,2024",4,True,True,True,True,4
0001636282,"2021,2022,2023,2024",6,True,True,True,True,4
0001636286,2021,2,True,False,False,False,1
0001636315,"2021,2022,2023,2024",4,True,True,True,True,4
0001636422,"2021,2022,2023,2024",5,True,True,True,True,4
0001636459,"2021,2022,2023,2024",4,True,True,True,True,4
0001636513,"2021,2022,2023,2024",4,True,True,True,True,4
0001636519,"2021,2022,2023,2024",4,True,True,True,True,4
0001636651,"2021,2022,2023,2024",4,True,True,True,True,4
0001636708,"2021,2022,2023,2024",4,True,True,True,True,4
0001637008,"2021,2022,2023,2024",4,True,True,True,True,4
0001637207,"2021,2022,2023,2024",5,True,True,True,True,4
0001637242,"2021,2022",3,True,True,False,False,2
0001637459,"2021,2022,2023,2024",4,True,True,True,True,4
0001637655,"2021,2022",2,True,True,False,False,2
0001637715,"2022,2023,2024",4,False,True,True,True,3
0001637736,"2023,2024",4,False,False,True,True,2
0001637757,"2021,2022,2023,2024",4,True,True,True,True,4
0001637761,"2021,2022",2,True,True,False,False,2
0001637866,"2021,2022,2023,2024",4,True,True,True,True,4
0001637873,"2022,2023,2024",3,False,True,True,True,3
0001637880,"2021,2022,2023,2024",4,True,True,True,True,4
0001637969,"2021,2022,2023,2024",4,True,True,True,True,4
0001638097,"2022,2023,2024",4,False,True,True,True,3
0001638227,"2021,2022,2023,2024",4,True,True,True,True,4
0001638287,"2021,2022,2023,2024",5,True,True,True,True,4
0001638290,"2021,2022,2023,2024",4,True,True,True,True,4
0001638381,2021,2,True,False,False,False,1
0001638833,"2021,2022,2023,2024",4,True,True,True,True,4
0001638911,"2021,2022,2023,2024",4,True,True,True,True,4
0001638933,"2021,2022,2023,2024",4,True,True,True,True,4
0001639068,"2021,2022,2023,2024",4,True,True,True,True,4
0001639300,"2021,2022,2023,2024",4,True,True,True,True,4
0001639327,"2021,2022,2023,2024",4,True,True,True,True,4
0001639353,"2021,2022,2023,2024",4,True,True,True,True,4
0001639438,2024,1,False,False,False,True,1
0001639691,"2021,2022,2023,2024",4,True,True,True,True,4
0001639694,"2021,2022,2023,2024",4,True,True,True,True,4
0001639825,"2021,2022,2023,2024",4,True,True,True,True,4
0001640052,"2021,2022,2023,2024",4,True,True,True,True,4
0001640147,"2021,2022,2023,2024",4,True,True,True,True,4
0001640265,"2023,2024",2,False,False,True,True,2
0001640266,"2021,2022,2023,2024",4,True,True,True,True,4
0001640384,"2021,2022,2023,2024",8,True,True,True,True,4
0001640428,"2021,2022,2023,2024",5,True,True,True,True,4
0001640455,"2021,2022,2023",4,True,True,True,False,3
0001640584,"2021,2022,2023,2024",4,True,True,True,True,4
0001640775,"2021,2022,2023,2024",4,True,True,True,True,4
0001640982,"2021,2022,2023,2024",4,True,True,True,True,4
0001641281,"2021,2022,2023,2024",4,True,True,True,True,4
0001641398,"2021,2022,2023,2024",6,True,True,True,True,4
0001641489,"2021,2022,2023,2024",5,True,True,True,True,4
0001641601,"2021,2022,2023,2024",5,True,True,True,True,4
0001641614,"2021,2022,2023,2024",4,True,True,True,True,4
0001641623,"2021,2022,2023,2024",4,True,True,True,True,4
0001641631,"2021,2022,2023,2024",5,True,True,True,True,4
0001641640,"2021,2022,2023",3,True,True,True,False,3
0001641751,"2021,2022,2023",3,True,True,True,False,3
0001641991,"2021,2022",3,True,True,False,False,2
0001642081,"2021,2022",2,True,True,False,False,2
0001642122,"2021,2022,2023,2024",4,True,True,True,True,4
0001642159,"2021,2022,2023,2024",4,True,True,True,True,4
0001642363,"2022,2023,2024",4,False,True,True,True,3
0001642365,"2021,2022,2023",4,True,True,True,False,3
0001642375,"2021,2022,2023,2024",6,True,True,True,True,4
0001642380,"2021,2022,2023,2024",7,True,True,True,True,4
0001642453,"2021,2022,2023,2024",8,True,True,True,True,4
0001642545,"2021,2022,2023,2024",5,True,True,True,True,4
0001642727,"2021,2022,2023,2024",5,True,True,True,True,4
0001642862,"2021,2022,2023",3,True,True,True,False,3
0001642896,"2022,2023,2024",3,False,True,True,True,3
0001642985,"2021,2022,2023",3,True,True,True,False,3
0001643154,"2021,2022,2023,2024",4,True,True,True,True,4
0001643269,"2021,2022,2023",4,True,True,True,False,3
0001643293,"2021,2022,2023,2024",4,True,True,True,True,4
0001643301,"2021,2022,2023,2024",4,True,True,True,True,4
0001643542,"2021,2022",3,True,True,False,False,2
0001643550,"2021,2022,2023,2024",4,True,True,True,True,4
0001643615,"2021,2022,2023,2024",4,True,True,True,True,4
0001643661,"2021,2022,2023,2024",4,True,True,True,True,4
0001643721,"2021,2022,2023,2024",4,True,True,True,True,4
0001643873,"2021,2022,2023,2024",4,True,True,True,True,4
0001643953,"2021,2022,2023,2024",7,True,True,True,True,4
0001643988,"2021,2022,2023,2024",4,True,True,True,True,4
0001644378,"2021,2022,2023,2024",4,True,True,True,True,4
0001644406,"2021,2022,2023",4,True,True,True,False,3
0001644440,"2021,2022",2,True,True,False,False,2
0001644488,"2022,2023,2024",4,False,True,True,True,3
0001644675,2021,1,True,False,False,False,1
0001644697,"2021,2022,2023,2024",4,True,True,True,True,4
0001644903,"2021,2022,2023,2024",7,True,True,True,True,4
0001644943,"2021,2022,2023,2024",4,True,True,True,True,4
0001644963,"2021,2022,2023,2024",4,True,True,True,True,4
0001645026,"2021,2022,2023",3,True,True,True,False,3
0001645070,"2022,2023,2024",3,False,True,True,True,3
0001645113,"2021,2022,2023,2024",4,True,True,True,True,4
0001645155,"2021,2022,2023,2024",4,True,True,True,True,4
0001645260,"2021,2022",2,True,True,False,False,2
0001645384,"2021,2022,2023,2024",4,True,True,True,True,4
0001645460,"2021,2022,2023,2024",4,True,True,True,True,4
0001645469,"2021,2022,2023,2024",4,True,True,True,True,4
0001645569,"2022,2023",2,False,True,True,False,2
0001645590,"2021,2022,2023,2024",4,True,True,True,True,4
0001645666,"2021,2022,2023,2024",4,True,True,True,True,4
0001645731,"2021,2022,2023,2024",4,True,True,True,True,4
0001645842,2022,1,False,True,False,False,1
0001645873,"2021,2022,2023,2024",7,True,True,True,True,4
0001646188,"2021,2022,2023,2024",4,True,True,True,True,4
0001646228,2021,1,True,False,False,False,1
0001646614,2024,1,False,False,False,True,1
0001646736,"2021,2022,2023,2024",4,True,True,True,True,4
0001646924,"2021,2022,2023,2024",4,True,True,True,True,4
0001646972,"2021,2022,2023,2024",4,True,True,True,True,4
0001647088,"2021,2022,2023,2024",5,True,True,True,True,4
0001647513,2021,1,True,False,False,False,1
0001647587,"2021,2022,2023,2024",4,True,True,True,True,4
0001647639,"2021,2022,2023,2024",4,True,True,True,True,4
0001647822,"2021,2022,2023,2024",6,True,True,True,True,4
0001647980,"2021,2022,2023,2024",4,True,True,True,True,4
0001648087,"2021,2022,2023,2024",5,True,True,True,True,4
0001648195,"2021,2022,2023,2024",4,True,True,True,True,4
0001648365,"2021,2022,2023",6,True,True,True,False,3
0001648428,2021,2,True,False,False,False,1
0001648439,"2021,2022,2023,2024",4,True,True,True,True,4
0001648636,2021,1,True,False,False,False,1
0001648858,"2021,2022,2023,2024",4,True,True,True,True,4
0001648903,"2021,2022,2023",3,True,True,True,False,3
0001648960,"2022,2023,2024",4,False,True,True,True,3
0001649094,"2021,2022,2023,2024",4,True,True,True,True,4
0001649096,"2021,2022,2023,2024",4,True,True,True,True,4
0001649184,"2021,2022,2023,2024",4,True,True,True,True,4
0001649739,"2022,2023,2024",3,False,True,True,True,3
0001649744,"2021,2022,2023,2024",4,True,True,True,True,4
0001649749,"2021,2022,2023,2024",4,True,True,True,True,4
0001649904,"2021,2022,2023,2024",4,True,True,True,True,4
0001649989,"2021,2022,2023,2024",7,True,True,True,True,4
0001650101,"2021,2022,2023,2024",5,True,True,True,True,4
0001650132,"2021,2022,2023,2024",4,True,True,True,True,4
0001650164,"2022,2023,2024",3,False,True,True,True,3
0001650372,"2023,2024",2,False,False,True,True,2
0001650648,"2021,2022,2023,2024",4,True,True,True,True,4
0001650664,"2021,2022,2023,2024",4,True,True,True,True,4
0001650696,"2021,2022,2023,2024",5,True,True,True,True,4
0001650729,"2021,2022,2023,2024",4,True,True,True,True,4
0001650739,"2021,2022,2023,2024",7,True,True,True,True,4
0001650962,"2021,2022",2,True,True,False,False,2
0001651052,"2021,2022,2023",4,True,True,True,False,3
0001651094,"2021,2022",2,True,True,False,False,2
0001651164,"2021,2022,2023,2024",4,True,True,True,True,4
0001651235,2021,1,True,False,False,False,1
0001651308,"2021,2022,2023,2024",4,True,True,True,True,4
0001651311,"2021,2022,2023,2024",4,True,True,True,True,4
0001651407,"2021,2022,2023,2024",4,True,True,True,True,4
0001651431,"2021,2022",3,True,True,False,False,2
0001651561,"2021,2022,2023",3,True,True,True,False,3
0001651562,"2022,2023,2024",3,False,True,True,True,3
0001651588,"2021,2022,2023,2024",4,True,True,True,True,4
0001651721,"2022,2023,2024",4,False,True,True,True,3
0001651790,"2021,2022,2023,2024",4,True,True,True,True,4
0001651932,"2021,2022,2023,2024",4,True,True,True,True,4
0001651944,"2021,2022,2023,2024",5,True,True,True,True,4
0001651958,"2021,2022,2023,2024",8,True,True,True,True,4
0001651992,"2021,2022,2023,2024",4,True,True,True,True,4
0001652031,"2021,2022,2023,2024",4,True,True,True,True,4
0001652044,"2021,2022,2023,2024",4,True,True,True,True,4
0001652130,"2021,2022,2023,2024",4,True,True,True,True,4
0001652133,2021,1,True,False,False,False,1
0001652362,"2021,2022",2,True,True,False,False,2
0001652535,"2021,2022,2023,2024",4,True,True,True,True,4
0001652539,"2021,2022,2023,2024",6,True,True,True,True,4
0001652561,"2021,2022,2023,2024",5,True,True,True,True,4
0001652672,"2021,2022,2023,2024",4,True,True,True,True,4
0001652724,"2021,2022",2,True,True,False,False,2
0001652842,2021,1,True,False,False,False,1
0001652884,"2021,2022,2023,2024",4,True,True,True,True,4
0001652958,"2021,2022,2023,2024",6,True,True,True,True,4
0001652982,"2021,2022,2023,2024",4,True,True,True,True,4
0001653087,"2021,2022,2023,2024",5,True,True,True,True,4
0001653247,"2021,2022,2023",4,True,True,True,False,3
0001653323,"2021,2022,2023,2024",4,True,True,True,True,4
0001653384,"2021,2022,2023,2024",5,True,True,True,True,4
0001653477,"2021,2022,2023,2024",4,True,True,True,True,4
0001653482,"2022,2023,2024",3,False,True,True,True,3
0001653542,"2021,2022,2023,2024",4,True,True,True,True,4
0001653558,"2021,2022,2023,2024",4,True,True,True,True,4
0001653653,"2021,2022,2023,2024",4,True,True,True,True,4
0001653821,"2021,2022",2,True,True,False,False,2
0001653876,"2021,2023,2024",3,True,False,True,True,3
0001653909,"2022,2023,2024",3,False,True,True,True,3
0001654151,"2021,2022,2023,2024",4,True,True,True,True,4
0001654330,"2021,2022,2023,2024",4,True,True,True,True,4
0001654595,"2021,2022,2023,2024",6,True,True,True,True,4
0001654672,"2021,2022,2023",6,True,True,True,False,3
0001654734,"2021,2022,2023,2024",4,True,True,True,True,4
0001654948,"2021,2022",2,True,True,False,False,2
0001655008,2021,1,True,False,False,False,1
0001655020,2021,2,True,False,False,False,1
0001655050,"2021,2022,2023,2024",4,True,True,True,True,4
0001655075,"2021,2022",3,True,True,False,False,2
0001655153,"2021,2022,2023,2024",4,True,True,True,True,4
0001655210,"2021,2022,2023,2024",4,True,True,True,True,4
0001655349,"2022,2023",2,False,True,True,False,2
0001655591,"2021,2022,2023,2024",4,True,True,True,True,4
0001655759,"2021,2022,2023,2024",4,True,True,True,True,4
