term,coef,se,t,p,model,N
Intercept,0.8731439881921936,15.395133977402706,0.05671558230502004,0.9547717611113241,OLS_k2_logcounts,31.0
C(cik)[T.59255],0.023793224200087337,4.4816714313681425,0.00530900682132868,0.9957640453228619,OLS_k2_logcounts,31.0
C(cik)[T.61004],-2.0899117619882155,5.274218954798578,-0.3962504742217379,0.6919202591013045,OLS_k2_logcounts,31.0
C(cik)[T.109177],1.1319832967501808,6.080389266954174,0.18616954393073273,0.8523118068309126,OLS_k2_logcounts,31.0
C(cik)[T.790051],0.49460894604264993,6.745106006008162,0.07332856527415285,0.9415446610809628,OLS_k2_logcounts,31.0
C(cik)[T.824142],-0.31674018476508703,1.74833300107594,-0.18116696565823687,0.8562365230977197,OLS_k2_logcounts,31.0
C(cik)[T.885639],0.381721035192804,12.650670674366518,0.030173976148653373,0.9759283031033492,OLS_k2_logcounts,31.0
C(cik)[T.895417],0.583250892293063,5.747050762066351,0.10148699157885205,0.919163883457915,OLS_k2_logcounts,31.0
C(cik)[T.1076930],2.2086906637207107,2.28052462710644,0.9685011235871313,0.3327941581345719,OLS_k2_logcounts,31.0
C(cik)[T.1086222],2.878970611882652,7.791114296954344,0.36951975059691805,0.7117403543950158,OLS_k2_logcounts,31.0
C(cik)[T.1117480],1.1510070665696936,6.901582613694707,0.16677436625706218,0.8675475889464107,OLS_k2_logcounts,31.0
C(cik)[T.1393311],1.0567334910450947,8.245250296786729,0.12816269403694344,0.8980202223906817,OLS_k2_logcounts,31.0
C(cik)[T.1418819],0.07104747427690317,4.603841614605215,0.015432215142135287,0.987687362516843,OLS_k2_logcounts,31.0
C(cik)[T.1436126],-0.2609321018701466,0.7255572896677952,-0.35962990874175815,0.7191239140882444,OLS_k2_logcounts,31.0
C(cik)[T.1438533],-0.8681028934764732,3.007450516543839,-0.2886507653911781,0.7728486430488888,OLS_k2_logcounts,31.0
C(cik)[T.1439095],0.657242457333203,2.771334020860261,0.23715743118153101,0.8125346592980613,OLS_k2_logcounts,31.0
C(year)[T.2022],-0.10284403501159844,0.20719294340202685,-0.4963684251159317,0.6196344980038639,OLS_k2_logcounts,31.0
log_n_A,0.20757034551867937,0.17072415604774843,1.2158229410759291,0.2240523776961888,OLS_k2_logcounts,31.0
log_n_S,4.2971150853535686e-14,5.479746563352251e-14,0.7841813550451493,0.43293370385247165,OLS_k2_logcounts,31.0
log_docs,0.2075703455189547,0.17072415604747102,1.2158229410795174,0.22405237769482145,OLS_k2_logcounts,31.0
ln_assets,-0.2794114098182918,2.3462427069073177,-0.1190888772912142,0.9052049426677952,OLS_k2_logcounts,31.0
leverage,1.573007622051679,1.9205829006249635,0.8190261516645898,0.4127714931741465,OLS_k2_logcounts,31.0
cash,2.5008036836244223,4.301326544275871,0.5814028899880777,0.5609689501584454,OLS_k2_logcounts,31.0
rd_intensity,-1.365755268147641,6.3035860205402425,-0.21666322371065072,0.8284708104141532,OLS_k2_logcounts,31.0
capx_at,20.40968601892901,20.725293491947276,0.9847718695447717,0.324736141239082,OLS_k2_logcounts,31.0
roa,0.6667592706487966,1.9989127085719645,0.3335609743184501,0.7387108711041279,OLS_k2_logcounts,31.0
sales_growth,-0.14013439089903523,0.29508226999382936,-0.47489939297933986,0.6348586841340895,OLS_k2_logcounts,31.0
emp,0.002993783118896736,0.045082859146323144,0.0664062389916302,0.9470544031722852,OLS_k2_logcounts,31.0
Intercept,0.873143988191778,15.395133977404308,0.05671558230498713,0.9547717611113503,OLS_k2_dummies,31.0
C(cik)[T.59255],0.02379322419998342,4.4816714313685475,0.005309006821305013,0.9957640453228808,OLS_k2_dummies,31.0
C(cik)[T.61004],-2.0899117619880387,5.274218954799141,-0.3962504742216621,0.6919202591013603,OLS_k2_dummies,31.0
C(cik)[T.109177],1.1319832967500236,6.080389266954809,0.18616954393068744,0.8523118068309481,OLS_k2_dummies,31.0
C(cik)[T.790051],0.49460894604246874,6.745106006008848,0.07332856527411853,0.9415446610809901,OLS_k2_dummies,31.0
C(cik)[T.824142],-0.3167401847651279,1.7483330010760603,-0.18116696565824777,0.8562365230977111,OLS_k2_dummies,31.0
C(cik)[T.885639],0.3817210351924931,12.65067067436761,0.030173976148626193,0.9759283031033709,OLS_k2_dummies,31.0
C(cik)[T.895417],0.5832508922929067,5.747050762066961,0.10148699157881408,0.9191638834579451,OLS_k2_dummies,31.0
C(cik)[T.1076930],2.20869066372066,2.280524627106663,0.9685011235870145,0.3327941581346302,OLS_k2_dummies,31.0
C(cik)[T.1086222],2.8789706118824476,7.791114296955115,0.36951975059685527,0.7117403543950627,OLS_k2_dummies,31.0
C(cik)[T.1117480],1.1510070665698464,6.901582613695123,0.16677436625707429,0.8675475889464012,OLS_k2_dummies,31.0
C(cik)[T.1393311],1.0567334910448727,8.24525029678759,0.12816269403690314,0.8980202223907136,OLS_k2_dummies,31.0
C(cik)[T.1418819],0.07104747427678149,4.603841614605674,0.015432215142107318,0.9876873625168653,OLS_k2_dummies,31.0
C(cik)[T.1436126],-0.26093210187015653,0.7255572896678284,-0.35962990874175543,0.7191239140882464,OLS_k2_dummies,31.0
C(cik)[T.1438533],-0.8681028934764652,3.0074505165438943,-0.2886507653911702,0.7728486430488949,OLS_k2_dummies,31.0
C(cik)[T.1439095],0.6572424573331275,2.7713340208605404,0.23715743118147986,0.8125346592981011,OLS_k2_dummies,31.0
C(year)[T.2022],-0.102844035011602,0.20719294340202637,-0.49636842511595003,0.6196344980038511,OLS_k2_dummies,31.0
has_actionable,0.20665573730907594,0.16997190160418274,1.2158229410783414,0.22405237769526953,OLS_k2_dummies,31.0
has_spec_only,-2.0944981220868437e-13,2.3922256555853447e-13,-0.875543708511206,0.38127813884369977,OLS_k2_dummies,31.0
log_docs,0.22703453253141392,0.18673321983074243,1.2158229410771215,0.22405237769573438,OLS_k2_dummies,31.0
ln_assets,-0.2794114098182279,2.3462427069075678,-0.11908887729117426,0.9052049426678268,OLS_k2_dummies,31.0
leverage,1.5730076220517035,1.9205829006251078,0.819026151664541,0.4127714931741743,OLS_k2_dummies,31.0
cash,2.5008036836243788,4.301326544275909,0.5814028899880623,0.5609689501584558,OLS_k2_dummies,31.0
rd_intensity,-1.3657552681476695,6.30358602054022,-0.216663223710656,0.8284708104141489,OLS_k2_dummies,31.0
capx_at,20.409686018929392,20.725293491948577,0.9847718695447284,0.3247361412391032,OLS_k2_dummies,31.0
roa,0.6667592706487859,1.9989127085719791,0.33356097431844234,0.7387108711041338,OLS_k2_dummies,31.0
sales_growth,-0.1401343908990389,0.29508226999384063,-0.47489939297933415,0.6348586841340935,OLS_k2_dummies,31.0
emp,0.002993783118898242,0.04508285914632497,0.06640623899166091,0.9470544031722608,OLS_k2_dummies,31.0
Intercept,-0.023176425148435514,,,,LPM_anypat_k1,10.0
C(cik)[T.1076930],0.21012767347716324,,,,LPM_anypat_k1,10.0
C(cik)[T.1086222],0.09225332018440859,,,,LPM_anypat_k1,10.0
C(cik)[T.1117480],0.0540875001207042,,,,LPM_anypat_k1,10.0
C(cik)[T.1393311],-0.0027399830738828587,,,,LPM_anypat_k1,10.0
C(cik)[T.1436126],-0.0822737302613299,,,,LPM_anypat_k1,10.0
C(cik)[T.1438533],-0.2842648771978016,,,,LPM_anypat_k1,10.0
C(year)[T.2023],-0.02110872646808209,,,,LPM_anypat_k1,10.0
C(year)[T.2024],-0.048024241387769825,,,,LPM_anypat_k1,10.0
n_A,-0.16454746052265729,,,,LPM_anypat_k1,10.0
n_S,-0.09975823682898151,,,,LPM_anypat_k1,10.0
ActShare,-0.08227373026132864,,,,LPM_anypat_k1,10.0
SpecShare,-0.002501638881524123,,,,LPM_anypat_k1,10.0
ln_assets,-0.14086430320411528,,,,LPM_anypat_k1,10.0
leverage,-0.17271183169265938,,,,LPM_anypat_k1,10.0
cash,-0.0871413189007248,,,,LPM_anypat_k1,10.0
rd_intensity,-0.07802758601333565,,,,LPM_anypat_k1,10.0
capx_at,0.003527895394395683,,,,LPM_anypat_k1,10.0
roa,0.31720711928686357,,,,LPM_anypat_k1,10.0
sales_growth,-0.26791932990237616,,,,LPM_anypat_k1,10.0
emp,0.006139248006298983,,,,LPM_anypat_k1,10.0
log_docs,1.3518066623943774,,,,LPM_anypat_k1,10.0
Intercept,1.5747753640514333,4.275914827020919,0.36828969419594315,0.7126572361786849,LPM_anypat_k1_logcounts,63.0
C(cik)[T.59255],-0.0464715162618734,1.2682405973841777,-0.036642508020736514,0.9707700497735623,LPM_anypat_k1_logcounts,63.0
C(cik)[T.61004],-2.162015792006433,1.591316751405811,-1.35863321371842,0.17426284494373168,LPM_anypat_k1_logcounts,63.0
C(cik)[T.109177],0.48371524402496596,1.6664188163233287,0.29027231287042343,0.7716079185490503,LPM_anypat_k1_logcounts,63.0
C(cik)[T.315545],-3.736589280983738,3.6776869184267595,-1.0160161438054591,0.30962169894765956,LPM_anypat_k1_logcounts,63.0
C(cik)[T.790051],0.2347351221370214,1.7456982147829954,0.13446489212695958,0.89303497095505,LPM_anypat_k1_logcounts,63.0
C(cik)[T.824142],0.9141066846194142,0.18579158133091012,4.920065150806349,8.651540940181065e-07,LPM_anypat_k1_logcounts,63.0
C(cik)[T.885639],-0.5982949377407061,5.123977548719344,-0.11676377034287364,0.9070472543895667,LPM_anypat_k1_logcounts,63.0
C(cik)[T.895417],0.007515480973852684,1.807385448208333,0.004158205977204699,0.9966822412112022,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1076930],0.5634921275703724,0.7311864218520765,0.7706545290366049,0.44091173077708523,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1086222],1.2478250312922847,1.6515529502241837,0.7555464880026423,0.44992114993211274,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1117480],-2.3848346997872825,0.8350701492684998,-2.855849537761992,0.0042921848604510785,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1393311],0.5218073213564972,2.644021368178082,0.1973536702980806,0.8435507822925532,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1418819],-0.10190730767435341,1.2908982282962373,-0.07894294487401493,0.9370780047367682,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1436126],0.4285272303383289,0.24852230184273566,1.7243009064413863,0.0846535357544567,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1438533],-2.022682081213231,0.9069318158929556,-2.23024713188799,0.0257310408448468,LPM_anypat_k1_logcounts,63.0
C(cik)[T.1439095],0.11433315556870843,0.9847500560610336,0.11610373095690608,0.9075703319380084,LPM_anypat_k1_logcounts,63.0
C(year)[T.2022],0.18088699750171394,0.1423985610827231,1.2702866947976523,0.20398252585216659,LPM_anypat_k1_logcounts,63.0
C(year)[T.2023],0.12722437634042288,0.07805978800536588,1.6298324603658596,0.10313691126042532,LPM_anypat_k1_logcounts,63.0
C(year)[T.2024],-0.059873881082364626,0.18093481312629187,-0.33091410131544374,0.7407093701890399,LPM_anypat_k1_logcounts,63.0
log_n_A,-0.6990942352689661,0.22639233549728274,-3.087976603683904,0.0020152433602979828,LPM_anypat_k1_logcounts,63.0
log_n_S,-0.4877875460733294,0.40609314061768637,-1.2011715965735892,0.22968464482095685,LPM_anypat_k1_logcounts,63.0
ln_assets,-0.2927905698050848,0.7147898406366457,-0.40961769902088063,0.6820864114950218,LPM_anypat_k1_logcounts,63.0
leverage,1.3458863261927072,0.6171384532876661,2.1808498871246815,0.02919452130351436,LPM_anypat_k1_logcounts,63.0
cash,2.6062049561174123,1.0537846130887303,2.473185624222021,0.01339145666815919,LPM_anypat_k1_logcounts,63.0
rd_intensity,-0.5558083134335786,0.685727648047518,-0.8105379956840584,0.4176310366681517,LPM_anypat_k1_logcounts,63.0
capx_at,-4.683671566605399,7.396515888170156,-0.6332267296412318,0.5265855928927202,LPM_anypat_k1_logcounts,63.0
roa,-0.4106357405946287,0.23623555847496067,-1.7382469567474248,0.08216730836755747,LPM_anypat_k1_logcounts,63.0
sales_growth,0.03765086514668713,0.022609418188465142,1.6652735082716912,0.09585820131740812,LPM_anypat_k1_logcounts,63.0
emp,0.02104461338340234,0.06173517424023638,0.34088529986988114,0.7331899317426831,LPM_anypat_k1_logcounts,63.0
log_docs,0.007032131679282266,0.14499376298831268,0.04849954601046595,0.9613181262487911,LPM_anypat_k1_logcounts,63.0
Intercept,1.9517206553951685,4.388300196948008,0.4447555016296649,0.6564964551505704,LPM_anypat_k1_dummies,63.0
C(cik)[T.59255],0.08000263828174331,1.31074307918572,0.06103609437437868,0.9513304634757406,LPM_anypat_k1_dummies,63.0
C(cik)[T.61004],-2.2211032789949408,1.598877629214399,-1.3891640225689252,0.16478287911830725,LPM_anypat_k1_dummies,63.0
C(cik)[T.109177],0.6406160129698655,1.7135019508186693,0.37386360293537735,0.7085057966523371,LPM_anypat_k1_dummies,63.0
C(cik)[T.315545],-3.974290299502207,3.7222635274303553,-1.0677079336845978,0.28565227856838427,LPM_anypat_k1_dummies,63.0
C(cik)[T.790051],0.41747804788647597,1.797242859591722,0.232288054815983,0.8163142896083361,LPM_anypat_k1_dummies,63.0
C(cik)[T.824142],0.9385622756832175,0.17233590984708916,5.4461213366151515,5.1480025757081966e-08,LPM_anypat_k1_dummies,63.0
C(cik)[T.885639],-0.12377769475995964,5.093241807955924,-0.024302340125813792,0.9806114465330339,LPM_anypat_k1_dummies,63.0
C(cik)[T.895417],0.1484756312762432,1.8451834559549216,0.08046659577239917,0.9358661627711317,LPM_anypat_k1_dummies,63.0
C(cik)[T.1076930],0.6527077971250137,0.7432660587794575,0.8781617153309105,0.3798559650886034,LPM_anypat_k1_dummies,63.0
C(cik)[T.1086222],1.391791578677591,1.7479407146856556,0.7962464441638036,0.42588880736992263,LPM_anypat_k1_dummies,63.0
C(cik)[T.1117480],-2.3272454120329424,0.8685594800196769,-2.6794312486005216,0.00737473460219664,LPM_anypat_k1_dummies,63.0
C(cik)[T.1393311],0.7659887807378184,2.698273235878128,0.28388110238529435,0.7765014990892174,LPM_anypat_k1_dummies,63.0
C(cik)[T.1418819],-0.0110905767258338,1.3198132256948671,-0.008403141073233854,0.9932953423812633,LPM_anypat_k1_dummies,63.0
C(cik)[T.1436126],0.4356900018796702,0.25506128709315845,1.708177696604107,0.08760337562628927,LPM_anypat_k1_dummies,63.0
C(cik)[T.1438533],-1.9352281609138748,0.9818221338179262,-1.9710577855772327,0.0487172665645147,LPM_anypat_k1_dummies,63.0
C(cik)[T.1439095],0.1966523457862034,1.004476212633194,0.19577601073368095,0.8447854873724782,LPM_anypat_k1_dummies,63.0
C(year)[T.2022],0.17758539846276275,0.14383488034160377,1.2346476601572751,0.21696166308043685,LPM_anypat_k1_dummies,63.0
C(year)[T.2023],0.1309377731909051,0.07598509783816443,1.723203324285779,0.08485176279989765,LPM_anypat_k1_dummies,63.0
C(year)[T.2024],-0.07004377733797933,0.18327342771605815,-0.3821818482409613,0.7023264847810156,LPM_anypat_k1_dummies,63.0
has_actionable,-0.7183925830110618,0.25240429612454585,-2.8461979215146944,0.004424468556471869,LPM_anypat_k1_dummies,63.0
has_spec_only,-0.2774390960084088,0.514831947398776,-0.5388925403914598,0.589961004708748,LPM_anypat_k1_dummies,63.0
ln_assets,-0.3541398186031004,0.7313393665851349,-0.4842345903745018,0.6282193908540618,LPM_anypat_k1_dummies,63.0
leverage,1.389917828181776,0.6435639518073509,2.1597198293633513,0.030794365180715533,LPM_anypat_k1_dummies,63.0
cash,2.513022154602388,1.1318250406650385,2.2203274042477315,0.026396550989750474,LPM_anypat_k1_dummies,63.0
rd_intensity,-0.5975257122552085,0.6856923180042264,-0.871419580715684,0.38352509828201664,LPM_anypat_k1_dummies,63.0
capx_at,-4.42307899896455,7.250541819162386,-0.6100342718215676,0.5418391051424829,LPM_anypat_k1_dummies,63.0
roa,-0.4076302665666856,0.24304690655274097,-1.677167063544708,0.09350981769136268,LPM_anypat_k1_dummies,63.0
sales_growth,0.0374421285224565,0.02303006472054335,1.625793456370848,0.10399360086078754,LPM_anypat_k1_dummies,63.0
emp,0.018059981292781038,0.06088790459108089,0.2966103270275216,0.7667640256833541,LPM_anypat_k1_dummies,63.0
log_docs,-0.04210246609682598,0.15422308862537787,-0.2729971658076228,0.7848553942155082,LPM_anypat_k1_dummies,63.0
